agent_id_hash,activity_date,country_code,scheduled_minutes,available_minutes,handled_contacts,updated_at
agent_6b51d431df5d,2026-01-24,PL,480,419,15,2026-01-24T00:00:00
agent_59e19706d51d,2026-01-24,PL,480,406,13,2026-01-24T00:00:00
agent_624b60c58c9d,2026-01-24,PL,240,187,7,2026-01-24T00:00:00
agent_2fca346db656,2026-01-24,PL,480,433,17,2026-01-24T00:00:00
agent_7902699be42c,2026-01-24,AT,360,329,11,2026-01-24T00:00:00
agent_4fc82b26aecb,2026-01-24,AT,480,401,14,2026-01-24T00:00:00
agent_76a50887d8f1,2026-01-24,AT,360,319,10,2026-01-24T00:00:00
agent_c2356069e9d1,2026-01-24,AT,360,299,10,2026-01-24T00:00:00
agent_d4735e3a265e,2026-01-24,AT,480,437,19,2026-01-24T00:00:00
agent_02d20bbd7e39,2026-01-24,AT,240,170,7,2026-01-24T00:00:00
agent_5f9c4ab08cac,2026-01-24,AT,420,351,16,2026-01-24T00:00:00
agent_98010bd9270f,2026-01-24,AT,360,296,13,2026-01-24T00:00:00
agent_4a44dc153642,2026-01-24,AT,420,353,11,2026-01-24T00:00:00
agent_4523540f1504,2026-01-24,AT,420,341,10,2026-01-24T00:00:00
agent_8527a891e224,2026-01-24,AT,240,192,9,2026-01-24T00:00:00
agent_9f14025af006,2026-01-24,AT,360,332,17,2026-01-24T00:00:00
agent_86e501496586,2026-01-25,DE,240,212,8,2026-01-25T00:00:00
agent_c2356069e9d1,2026-01-25,DE,240,171,6,2026-01-25T00:00:00
agent_4fc82b26aecb,2026-01-25,DE,480,404,18,2026-01-25T00:00:00
agent_785f3ec7eb32,2026-01-25,DE,360,325,12,2026-01-25T00:00:00
agent_3e1e967e9b79,2026-01-25,DE,480,432,16,2026-01-25T00:00:00
agent_6f4b6612125f,2026-01-25,DE,360,297,14,2026-01-25T00:00:00
agent_1a6562590ef1,2026-01-25,DE,240,207,9,2026-01-25T00:00:00
agent_b17ef6d19c7a,2026-01-25,DE,480,455,16,2026-01-25T00:00:00
agent_f5ca38f748a1,2026-01-25,DE,480,427,18,2026-01-25T00:00:00
agent_71ee45a3c0db,2026-01-25,DE,360,298,9,2026-01-25T00:00:00
agent_9400f1b21cb5,2026-01-25,DE,240,194,6,2026-01-25T00:00:00
agent_aea92132c4cb,2026-01-25,DE,240,220,7,2026-01-25T00:00:00
agent_98010bd9270f,2026-01-25,NL,360,333,15,2026-01-25T00:00:00
agent_e629fa6598d7,2026-01-25,NL,480,446,20,2026-01-25T00:00:00
agent_b7a56873cd77,2026-01-25,NL,480,456,21,2026-01-25T00:00:00
agent_785f3ec7eb32,2026-01-25,NL,360,295,12,2026-01-25T00:00:00
agent_7902699be42c,2026-01-25,NL,480,456,15,2026-01-25T00:00:00
agent_59e19706d51d,2026-01-25,NL,480,400,12,2026-01-25T00:00:00
agent_9f14025af006,2026-01-25,NL,360,333,12,2026-01-25T00:00:00
agent_3d914f9348c9,2026-01-25,NL,360,286,10,2026-01-25T00:00:00
agent_19581e27de7c,2026-01-25,NL,360,305,10,2026-01-25T00:00:00
agent_c2356069e9d1,2026-01-25,NL,480,430,15,2026-01-25T00:00:00
agent_02d20bbd7e39,2026-01-25,NL,360,293,16,2026-01-25T00:00:00
agent_73475cb40a56,2026-01-25,NL,480,418,14,2026-01-25T00:00:00
agent_98010bd9270f,2026-01-25,UK,240,162,5,2026-01-25T00:00:00
agent_6b86b273ff34,2026-01-25,UK,480,431,14,2026-01-25T00:00:00
agent_aea92132c4cb,2026-01-25,UK,360,290,11,2026-01-25T00:00:00
agent_624b60c58c9d,2026-01-25,UK,240,204,9,2026-01-25T00:00:00
agent_4ec9599fc203,2026-01-25,UK,480,401,13,2026-01-25T00:00:00
agent_41cfc0d1f2d1,2026-01-25,UK,480,402,13,2026-01-25T00:00:00
agent_7a61b53701be,2026-01-25,UK,360,299,10,2026-01-25T00:00:00
agent_785f3ec7eb32,2026-01-25,UK,360,307,12,2026-01-25T00:00:00
agent_6b51d431df5d,2026-01-25,UK,240,192,6,2026-01-25T00:00:00
agent_7902699be42c,2026-01-25,UK,480,444,18,2026-01-25T00:00:00
agent_71ee45a3c0db,2026-01-25,UK,420,398,13,2026-01-25T00:00:00
agent_4e07408562be,2026-01-25,UK,360,281,13,2026-01-25T00:00:00
agent_19581e27de7c,2026-01-25,PL,240,186,6,2026-01-25T00:00:00
agent_8527a891e224,2026-01-25,PL,480,450,14,2026-01-25T00:00:00
agent_6b86b273ff34,2026-01-25,PL,360,297,13,2026-01-25T00:00:00
agent_86e501496586,2026-01-25,PL,360,295,13,2026-01-25T00:00:00
agent_2858dcd1057d,2026-01-25,PL,420,381,12,2026-01-25T00:00:00
agent_1a6562590ef1,2026-01-25,PL,420,358,15,2026-01-25T00:00:00
agent_4ec9599fc203,2026-01-25,PL,480,435,14,2026-01-25T00:00:00
agent_4b227777d4dd,2026-01-25,PL,420,351,11,2026-01-25T00:00:00
agent_6f4b6612125f,2026-01-25,PL,480,457,24,2026-01-25T00:00:00
agent_2c624232cdd2,2026-01-25,PL,240,197,6,2026-01-25T00:00:00
agent_6208ef0f7750,2026-01-25,PL,360,338,14,2026-01-25T00:00:00
agent_9f14025af006,2026-01-25,PL,480,430,21,2026-01-25T00:00:00
agent_f5ca38f748a1,2026-01-25,AT,480,425,20,2026-01-25T00:00:00
agent_02d20bbd7e39,2026-01-25,AT,420,398,16,2026-01-25T00:00:00
agent_3e1e967e9b79,2026-01-25,AT,420,393,17,2026-01-25T00:00:00
agent_eb1e33e8a81b,2026-01-25,AT,240,217,10,2026-01-25T00:00:00
agent_811786ad1ae7,2026-01-25,AT,420,353,11,2026-01-25T00:00:00
agent_e29c9c180c62,2026-01-25,AT,480,408,19,2026-01-25T00:00:00
agent_c837649cce43,2026-01-25,AT,420,378,20,2026-01-25T00:00:00
agent_8527a891e224,2026-01-25,AT,420,392,13,2026-01-25T00:00:00
agent_31489056e091,2026-01-25,AT,240,187,6,2026-01-25T00:00:00
agent_670671cd9740,2026-01-25,AT,360,303,14,2026-01-25T00:00:00
agent_7688b6ef5255,2026-01-25,AT,360,309,16,2026-01-25T00:00:00
agent_3d914f9348c9,2026-01-25,AT,240,167,8,2026-01-25T00:00:00
agent_785f3ec7eb32,2026-01-26,DE,480,449,18,2026-01-26T00:00:00
agent_1a6562590ef1,2026-01-26,DE,360,332,12,2026-01-26T00:00:00
agent_4fc82b26aecb,2026-01-26,DE,360,295,10,2026-01-26T00:00:00
agent_4ec9599fc203,2026-01-26,DE,240,172,7,2026-01-26T00:00:00
agent_4a44dc153642,2026-01-26,DE,360,285,15,2026-01-26T00:00:00
agent_76a50887d8f1,2026-01-26,DE,240,192,9,2026-01-26T00:00:00
agent_ef2d127de37b,2026-01-26,DE,360,293,10,2026-01-26T00:00:00
agent_b17ef6d19c7a,2026-01-26,DE,360,301,13,2026-01-26T00:00:00
agent_c837649cce43,2026-01-26,DE,480,450,18,2026-01-26T00:00:00
agent_c2356069e9d1,2026-01-26,DE,240,204,6,2026-01-26T00:00:00
agent_3fdba35f04dc,2026-01-26,DE,240,172,5,2026-01-26T00:00:00
agent_3e1e967e9b79,2026-01-26,DE,360,326,14,2026-01-26T00:00:00
agent_b17ef6d19c7a,2026-01-26,NL,360,321,11,2026-01-26T00:00:00
agent_2fca346db656,2026-01-26,NL,420,350,17,2026-01-26T00:00:00
agent_eb1e33e8a81b,2026-01-26,NL,240,179,5,2026-01-26T00:00:00
agent_4e07408562be,2026-01-26,NL,240,163,5,2026-01-26T00:00:00
agent_31489056e091,2026-01-26,NL,420,388,20,2026-01-26T00:00:00
agent_0b918943df09,2026-01-26,NL,360,281,10,2026-01-26T00:00:00
agent_41cfc0d1f2d1,2026-01-26,NL,240,172,5,2026-01-26T00:00:00
agent_c6f3ac57944a,2026-01-26,NL,240,210,7,2026-01-26T00:00:00
agent_6b51d431df5d,2026-01-26,NL,480,448,20,2026-01-26T00:00:00
agent_5f9c4ab08cac,2026-01-26,NL,480,417,15,2026-01-26T00:00:00
agent_e629fa6598d7,2026-01-26,NL,240,164,5,2026-01-26T00:00:00
agent_d59eced1ded0,2026-01-26,NL,420,380,12,2026-01-26T00:00:00
agent_785f3ec7eb32,2026-01-26,UK,480,410,21,2026-01-26T00:00:00
agent_35135aaa6cc2,2026-01-26,UK,420,395,18,2026-01-26T00:00:00
agent_c2356069e9d1,2026-01-26,UK,240,215,8,2026-01-26T00:00:00
agent_ef2d127de37b,2026-01-26,UK,360,299,9,2026-01-26T00:00:00
agent_e29c9c180c62,2026-01-26,UK,480,416,20,2026-01-26T00:00:00
agent_86e501496586,2026-01-26,UK,360,281,14,2026-01-26T00:00:00
agent_7688b6ef5255,2026-01-26,UK,360,320,13,2026-01-26T00:00:00
agent_0b918943df09,2026-01-26,UK,360,338,13,2026-01-26T00:00:00
agent_6f4b6612125f,2026-01-26,UK,240,215,8,2026-01-26T00:00:00
agent_4b227777d4dd,2026-01-26,UK,360,282,12,2026-01-26T00:00:00
agent_811786ad1ae7,2026-01-26,UK,360,336,11,2026-01-26T00:00:00
agent_e7f6c011776e,2026-01-26,UK,240,167,5,2026-01-26T00:00:00
agent_44cb730c4204,2026-01-26,PL,480,460,15,2026-01-26T00:00:00
agent_c837649cce43,2026-01-26,PL,360,332,11,2026-01-26T00:00:00
agent_624b60c58c9d,2026-01-26,PL,360,309,12,2026-01-26T00:00:00
agent_aea92132c4cb,2026-01-26,PL,240,169,9,2026-01-26T00:00:00
agent_39fa9ec190ee,2026-01-26,PL,480,406,12,2026-01-26T00:00:00
agent_7688b6ef5255,2026-01-26,PL,360,290,15,2026-01-26T00:00:00
agent_031b4af5197e,2026-01-26,PL,360,283,13,2026-01-26T00:00:00
agent_0b918943df09,2026-01-26,PL,480,412,15,2026-01-26T00:00:00
agent_98010bd9270f,2026-01-26,PL,480,448,14,2026-01-26T00:00:00
agent_4ec9599fc203,2026-01-26,PL,360,317,16,2026-01-26T00:00:00
agent_86e501496586,2026-01-26,PL,240,195,7,2026-01-26T00:00:00
agent_4e07408562be,2026-01-26,PL,420,371,13,2026-01-26T00:00:00
agent_535fa30d7e25,2026-01-26,AT,480,449,14,2026-01-26T00:00:00
agent_02d20bbd7e39,2026-01-26,AT,480,420,18,2026-01-26T00:00:00
agent_39fa9ec190ee,2026-01-26,AT,480,441,14,2026-01-26T00:00:00
agent_19581e27de7c,2026-01-26,AT,420,340,14,2026-01-26T00:00:00
agent_4b227777d4dd,2026-01-26,AT,480,435,22,2026-01-26T00:00:00
agent_624b60c58c9d,2026-01-26,AT,480,432,13,2026-01-26T00:00:00
agent_eb1e33e8a81b,2026-01-26,AT,240,195,7,2026-01-26T00:00:00
agent_c837649cce43,2026-01-26,AT,240,186,7,2026-01-26T00:00:00
agent_7a61b53701be,2026-01-26,AT,360,325,12,2026-01-26T00:00:00
agent_2fca346db656,2026-01-26,AT,240,189,8,2026-01-26T00:00:00
agent_2c624232cdd2,2026-01-26,AT,240,191,7,2026-01-26T00:00:00
agent_5f9c4ab08cac,2026-01-26,AT,420,394,13,2026-01-26T00:00:00
agent_5f9c4ab08cac,2026-01-27,DE,360,335,11,2026-01-27T00:00:00
agent_e7f6c011776e,2026-01-27,DE,480,427,19,2026-01-27T00:00:00
agent_535fa30d7e25,2026-01-27,DE,360,305,10,2026-01-27T00:00:00
agent_4ec9599fc203,2026-01-27,DE,360,290,13,2026-01-27T00:00:00
agent_6b86b273ff34,2026-01-27,DE,240,167,8,2026-01-27T00:00:00
agent_4b227777d4dd,2026-01-27,DE,420,363,11,2026-01-27T00:00:00
agent_98010bd9270f,2026-01-27,DE,480,407,18,2026-01-27T00:00:00
agent_785f3ec7eb32,2026-01-27,DE,360,280,11,2026-01-27T00:00:00
agent_624b60c58c9d,2026-01-27,DE,240,205,7,2026-01-27T00:00:00
agent_031b4af5197e,2026-01-27,DE,480,402,13,2026-01-27T00:00:00
agent_6f4b6612125f,2026-01-27,DE,480,413,13,2026-01-27T00:00:00
agent_4fc82b26aecb,2026-01-27,DE,360,309,16,2026-01-27T00:00:00
agent_98010bd9270f,2026-01-27,NL,480,426,13,2026-01-27T00:00:00
agent_f5ca38f748a1,2026-01-27,NL,240,160,6,2026-01-27T00:00:00
agent_535fa30d7e25,2026-01-27,NL,480,454,19,2026-01-27T00:00:00
agent_4a44dc153642,2026-01-27,NL,240,160,5,2026-01-27T00:00:00
agent_8527a891e224,2026-01-27,NL,420,398,17,2026-01-27T00:00:00
agent_e7f6c011776e,2026-01-27,NL,480,451,15,2026-01-27T00:00:00
agent_4e07408562be,2026-01-27,NL,360,313,17,2026-01-27T00:00:00
agent_41cfc0d1f2d1,2026-01-27,NL,360,298,9,2026-01-27T00:00:00
agent_19581e27de7c,2026-01-27,NL,360,285,13,2026-01-27T00:00:00
agent_7688b6ef5255,2026-01-27,NL,480,402,14,2026-01-27T00:00:00
agent_31489056e091,2026-01-27,NL,420,385,12,2026-01-27T00:00:00
agent_670671cd9740,2026-01-27,NL,420,363,11,2026-01-27T00:00:00
agent_d59eced1ded0,2026-01-27,UK,240,177,9,2026-01-27T00:00:00
agent_7902699be42c,2026-01-27,UK,480,414,14,2026-01-27T00:00:00
agent_b17ef6d19c7a,2026-01-27,UK,360,312,14,2026-01-27T00:00:00
agent_59e19706d51d,2026-01-27,UK,240,169,8,2026-01-27T00:00:00
agent_5f9c4ab08cac,2026-01-27,UK,240,197,10,2026-01-27T00:00:00
agent_1a6562590ef1,2026-01-27,UK,360,305,12,2026-01-27T00:00:00
agent_0b918943df09,2026-01-27,UK,420,360,14,2026-01-27T00:00:00
agent_6f4b6612125f,2026-01-27,UK,240,214,8,2026-01-27T00:00:00
agent_e629fa6598d7,2026-01-27,UK,240,177,6,2026-01-27T00:00:00
agent_3e1e967e9b79,2026-01-27,UK,240,194,8,2026-01-27T00:00:00
agent_73475cb40a56,2026-01-27,UK,480,405,13,2026-01-27T00:00:00
agent_39fa9ec190ee,2026-01-27,UK,420,344,14,2026-01-27T00:00:00
agent_c6f3ac57944a,2026-01-27,PL,360,302,12,2026-01-27T00:00:00
agent_31489056e091,2026-01-27,PL,480,413,16,2026-01-27T00:00:00
agent_d4735e3a265e,2026-01-27,PL,360,281,15,2026-01-27T00:00:00
agent_811786ad1ae7,2026-01-27,PL,360,307,15,2026-01-27T00:00:00
agent_eb1e33e8a81b,2026-01-27,PL,480,406,16,2026-01-27T00:00:00
agent_1a6562590ef1,2026-01-27,PL,420,358,13,2026-01-27T00:00:00
agent_71ee45a3c0db,2026-01-27,PL,240,173,7,2026-01-27T00:00:00
agent_4523540f1504,2026-01-27,PL,420,384,12,2026-01-27T00:00:00
agent_25fc0e7096fc,2026-01-27,PL,480,437,18,2026-01-27T00:00:00
agent_2fca346db656,2026-01-27,PL,360,303,9,2026-01-27T00:00:00
agent_39fa9ec190ee,2026-01-27,PL,240,178,5,2026-01-27T00:00:00
agent_02d20bbd7e39,2026-01-27,PL,420,344,12,2026-01-27T00:00:00
agent_eb1e33e8a81b,2026-01-27,AT,480,403,15,2026-01-27T00:00:00
agent_6f4b6612125f,2026-01-27,AT,420,345,15,2026-01-27T00:00:00
agent_b17ef6d19c7a,2026-01-27,AT,420,360,13,2026-01-27T00:00:00
agent_d59eced1ded0,2026-01-27,AT,480,421,19,2026-01-27T00:00:00
agent_4fc82b26aecb,2026-01-27,AT,480,443,21,2026-01-27T00:00:00
agent_4ec9599fc203,2026-01-27,AT,360,335,13,2026-01-27T00:00:00
agent_6b51d431df5d,2026-01-27,AT,240,180,5,2026-01-27T00:00:00
agent_e629fa6598d7,2026-01-27,AT,360,322,16,2026-01-27T00:00:00
agent_39fa9ec190ee,2026-01-27,AT,360,313,10,2026-01-27T00:00:00
agent_3d914f9348c9,2026-01-27,AT,360,340,12,2026-01-27T00:00:00
agent_44cb730c4204,2026-01-27,AT,420,397,17,2026-01-27T00:00:00
agent_624b60c58c9d,2026-01-27,AT,240,191,9,2026-01-27T00:00:00
agent_7902699be42c,2026-01-28,DE,480,431,23,2026-01-28T00:00:00
agent_d4735e3a265e,2026-01-28,DE,420,343,14,2026-01-28T00:00:00
agent_1a6562590ef1,2026-01-28,DE,480,430,18,2026-01-28T00:00:00
agent_25fc0e7096fc,2026-01-28,DE,480,458,24,2026-01-28T00:00:00
agent_c6f3ac57944a,2026-01-28,DE,420,358,15,2026-01-28T00:00:00
agent_4e07408562be,2026-01-28,DE,420,343,12,2026-01-28T00:00:00
agent_535fa30d7e25,2026-01-28,DE,480,453,16,2026-01-28T00:00:00
agent_44cb730c4204,2026-01-28,DE,420,344,19,2026-01-28T00:00:00
agent_4ec9599fc203,2026-01-28,DE,240,211,8,2026-01-28T00:00:00
agent_19581e27de7c,2026-01-28,DE,420,346,10,2026-01-28T00:00:00
agent_0e17daca5f3e,2026-01-28,DE,420,345,13,2026-01-28T00:00:00
agent_811786ad1ae7,2026-01-28,DE,360,316,12,2026-01-28T00:00:00
agent_73475cb40a56,2026-01-28,NL,480,435,14,2026-01-28T00:00:00
agent_1a6562590ef1,2026-01-28,NL,360,290,9,2026-01-28T00:00:00
agent_59e19706d51d,2026-01-28,NL,420,342,15,2026-01-28T00:00:00
agent_4fc82b26aecb,2026-01-28,NL,420,358,14,2026-01-28T00:00:00
agent_3d914f9348c9,2026-01-28,NL,360,319,12,2026-01-28T00:00:00
agent_b7a56873cd77,2026-01-28,NL,420,391,12,2026-01-28T00:00:00
agent_aea92132c4cb,2026-01-28,NL,360,318,13,2026-01-28T00:00:00
agent_670671cd9740,2026-01-28,NL,360,321,10,2026-01-28T00:00:00
agent_86e501496586,2026-01-28,NL,240,208,9,2026-01-28T00:00:00
agent_c837649cce43,2026-01-28,NL,240,217,8,2026-01-28T00:00:00
agent_6208ef0f7750,2026-01-28,NL,420,382,20,2026-01-28T00:00:00
agent_2fca346db656,2026-01-28,NL,240,166,6,2026-01-28T00:00:00
agent_6b51d431df5d,2026-01-28,UK,420,364,17,2026-01-28T00:00:00
agent_76a50887d8f1,2026-01-28,UK,240,162,5,2026-01-28T00:00:00
agent_b7a56873cd77,2026-01-28,UK,240,201,9,2026-01-28T00:00:00
agent_41cfc0d1f2d1,2026-01-28,UK,420,360,11,2026-01-28T00:00:00
agent_6f4b6612125f,2026-01-28,UK,420,377,20,2026-01-28T00:00:00
agent_4ec9599fc203,2026-01-28,UK,240,218,10,2026-01-28T00:00:00
agent_e29c9c180c62,2026-01-28,UK,420,356,16,2026-01-28T00:00:00
agent_d59eced1ded0,2026-01-28,UK,360,336,15,2026-01-28T00:00:00
agent_6b86b273ff34,2026-01-28,UK,420,350,13,2026-01-28T00:00:00
agent_7a61b53701be,2026-01-28,UK,240,218,7,2026-01-28T00:00:00
agent_535fa30d7e25,2026-01-28,UK,420,346,17,2026-01-28T00:00:00
agent_5f9c4ab08cac,2026-01-28,UK,360,321,14,2026-01-28T00:00:00
agent_4523540f1504,2026-01-28,PL,480,433,19,2026-01-28T00:00:00
agent_b7a56873cd77,2026-01-28,PL,360,309,9,2026-01-28T00:00:00
agent_3d914f9348c9,2026-01-28,PL,420,377,12,2026-01-28T00:00:00
agent_86e501496586,2026-01-28,PL,240,179,8,2026-01-28T00:00:00
agent_3fdba35f04dc,2026-01-28,PL,360,286,9,2026-01-28T00:00:00
agent_7688b6ef5255,2026-01-28,PL,360,328,12,2026-01-28T00:00:00
agent_4fc82b26aecb,2026-01-28,PL,420,360,12,2026-01-28T00:00:00
agent_d59eced1ded0,2026-01-28,PL,240,215,6,2026-01-28T00:00:00
agent_41cfc0d1f2d1,2026-01-28,PL,240,217,7,2026-01-28T00:00:00
agent_c837649cce43,2026-01-28,PL,480,447,17,2026-01-28T00:00:00
agent_76a50887d8f1,2026-01-28,PL,240,186,9,2026-01-28T00:00:00
agent_35135aaa6cc2,2026-01-28,PL,360,315,10,2026-01-28T00:00:00
agent_3fdba35f04dc,2026-01-28,AT,240,170,7,2026-01-28T00:00:00
agent_71ee45a3c0db,2026-01-28,AT,240,203,6,2026-01-28T00:00:00
agent_535fa30d7e25,2026-01-28,AT,480,447,14,2026-01-28T00:00:00
agent_9f14025af006,2026-01-28,AT,240,162,6,2026-01-28T00:00:00
agent_0e17daca5f3e,2026-01-28,AT,420,395,12,2026-01-28T00:00:00
agent_b7a56873cd77,2026-01-28,AT,240,216,9,2026-01-28T00:00:00
agent_7902699be42c,2026-01-28,AT,480,442,17,2026-01-28T00:00:00
agent_4fc82b26aecb,2026-01-28,AT,240,195,7,2026-01-28T00:00:00
agent_73475cb40a56,2026-01-28,AT,480,435,23,2026-01-28T00:00:00
agent_3d914f9348c9,2026-01-28,AT,420,385,14,2026-01-28T00:00:00
agent_02d20bbd7e39,2026-01-28,AT,360,302,10,2026-01-28T00:00:00
agent_670671cd9740,2026-01-28,AT,240,175,6,2026-01-28T00:00:00
agent_e629fa6598d7,2026-01-29,DE,480,401,17,2026-01-29T00:00:00
agent_4ec9599fc203,2026-01-29,DE,360,324,16,2026-01-29T00:00:00
agent_19581e27de7c,2026-01-29,DE,420,377,12,2026-01-29T00:00:00
agent_44cb730c4204,2026-01-29,DE,360,301,14,2026-01-29T00:00:00
agent_6208ef0f7750,2026-01-29,DE,240,185,7,2026-01-29T00:00:00
agent_4523540f1504,2026-01-29,DE,480,451,19,2026-01-29T00:00:00
agent_4e07408562be,2026-01-29,DE,360,285,9,2026-01-29T00:00:00
agent_b17ef6d19c7a,2026-01-29,DE,360,293,14,2026-01-29T00:00:00
agent_e29c9c180c62,2026-01-29,DE,360,305,13,2026-01-29T00:00:00
agent_aea92132c4cb,2026-01-29,DE,360,337,18,2026-01-29T00:00:00
agent_4a44dc153642,2026-01-29,DE,240,191,6,2026-01-29T00:00:00
agent_73475cb40a56,2026-01-29,DE,360,331,15,2026-01-29T00:00:00
agent_8527a891e224,2026-01-29,NL,480,426,13,2026-01-29T00:00:00
agent_4e07408562be,2026-01-29,NL,240,185,8,2026-01-29T00:00:00
agent_41cfc0d1f2d1,2026-01-29,NL,360,335,14,2026-01-29T00:00:00
agent_aea92132c4cb,2026-01-29,NL,240,168,8,2026-01-29T00:00:00
agent_031b4af5197e,2026-01-29,NL,360,282,9,2026-01-29T00:00:00
agent_e29c9c180c62,2026-01-29,NL,240,217,8,2026-01-29T00:00:00
agent_2fca346db656,2026-01-29,NL,420,349,10,2026-01-29T00:00:00
agent_86e501496586,2026-01-29,NL,420,381,19,2026-01-29T00:00:00
agent_0e17daca5f3e,2026-01-29,NL,420,377,16,2026-01-29T00:00:00
agent_c6f3ac57944a,2026-01-29,NL,360,298,14,2026-01-29T00:00:00
agent_670671cd9740,2026-01-29,NL,360,333,15,2026-01-29T00:00:00
agent_6b51d431df5d,2026-01-29,NL,240,167,8,2026-01-29T00:00:00
agent_6b86b273ff34,2026-01-29,UK,420,394,17,2026-01-29T00:00:00
agent_eb1e33e8a81b,2026-01-29,UK,360,314,10,2026-01-29T00:00:00
agent_2858dcd1057d,2026-01-29,UK,420,356,11,2026-01-29T00:00:00
agent_0b918943df09,2026-01-29,UK,360,316,16,2026-01-29T00:00:00
agent_6f4b6612125f,2026-01-29,UK,240,213,6,2026-01-29T00:00:00
agent_1a6562590ef1,2026-01-29,UK,420,381,16,2026-01-29T00:00:00
agent_4fc82b26aecb,2026-01-29,UK,240,172,5,2026-01-29T00:00:00
agent_9f14025af006,2026-01-29,UK,420,347,12,2026-01-29T00:00:00
agent_c6f3ac57944a,2026-01-29,UK,480,401,18,2026-01-29T00:00:00
agent_670671cd9740,2026-01-29,UK,240,183,8,2026-01-29T00:00:00
agent_0e17daca5f3e,2026-01-29,UK,420,398,14,2026-01-29T00:00:00
agent_ef2d127de37b,2026-01-29,UK,420,361,12,2026-01-29T00:00:00
agent_2fca346db656,2026-01-29,PL,240,165,8,2026-01-29T00:00:00
agent_f5ca38f748a1,2026-01-29,PL,480,441,14,2026-01-29T00:00:00
agent_59e19706d51d,2026-01-29,PL,420,353,11,2026-01-29T00:00:00
agent_4b227777d4dd,2026-01-29,PL,420,366,18,2026-01-29T00:00:00
agent_35135aaa6cc2,2026-01-29,PL,360,328,10,2026-01-29T00:00:00
agent_39fa9ec190ee,2026-01-29,PL,420,375,11,2026-01-29T00:00:00
agent_ef2d127de37b,2026-01-29,PL,420,387,14,2026-01-29T00:00:00
agent_4ec9599fc203,2026-01-29,PL,240,197,10,2026-01-29T00:00:00
agent_25fc0e7096fc,2026-01-29,PL,420,373,14,2026-01-29T00:00:00
agent_6208ef0f7750,2026-01-29,PL,480,443,15,2026-01-29T00:00:00
agent_5f9c4ab08cac,2026-01-29,PL,420,394,18,2026-01-29T00:00:00
agent_eb1e33e8a81b,2026-01-29,PL,240,214,7,2026-01-29T00:00:00
agent_e29c9c180c62,2026-01-29,AT,240,192,8,2026-01-29T00:00:00
agent_c2356069e9d1,2026-01-29,AT,240,189,6,2026-01-29T00:00:00
agent_e7f6c011776e,2026-01-29,AT,240,199,8,2026-01-29T00:00:00
agent_7688b6ef5255,2026-01-29,AT,360,337,10,2026-01-29T00:00:00
agent_3fdba35f04dc,2026-01-29,AT,240,201,8,2026-01-29T00:00:00
agent_4fc82b26aecb,2026-01-29,AT,240,188,8,2026-01-29T00:00:00
agent_25fc0e7096fc,2026-01-29,AT,480,451,15,2026-01-29T00:00:00
agent_535fa30d7e25,2026-01-29,AT,240,162,6,2026-01-29T00:00:00
agent_2858dcd1057d,2026-01-29,AT,420,384,19,2026-01-29T00:00:00
agent_6f4b6612125f,2026-01-29,AT,480,460,24,2026-01-29T00:00:00
agent_7902699be42c,2026-01-29,AT,240,174,6,2026-01-29T00:00:00
agent_9f14025af006,2026-01-29,AT,480,437,21,2026-01-29T00:00:00
agent_f5ca38f748a1,2026-01-30,DE,360,311,15,2026-01-30T00:00:00
agent_670671cd9740,2026-01-30,DE,420,353,12,2026-01-30T00:00:00
agent_98010bd9270f,2026-01-30,DE,240,179,6,2026-01-30T00:00:00
agent_7688b6ef5255,2026-01-30,DE,360,300,11,2026-01-30T00:00:00
agent_b17ef6d19c7a,2026-01-30,DE,420,386,21,2026-01-30T00:00:00
agent_e629fa6598d7,2026-01-30,DE,360,295,15,2026-01-30T00:00:00
agent_6f4b6612125f,2026-01-30,DE,420,354,15,2026-01-30T00:00:00
agent_b7a56873cd77,2026-01-30,DE,360,285,9,2026-01-30T00:00:00
agent_6b86b273ff34,2026-01-30,DE,420,360,14,2026-01-30T00:00:00
agent_25fc0e7096fc,2026-01-30,DE,420,370,14,2026-01-30T00:00:00
agent_031b4af5197e,2026-01-30,DE,240,174,7,2026-01-30T00:00:00
agent_44cb730c4204,2026-01-30,DE,360,321,16,2026-01-30T00:00:00
agent_811786ad1ae7,2026-01-30,NL,360,321,10,2026-01-30T00:00:00
agent_c837649cce43,2026-01-30,NL,480,414,19,2026-01-30T00:00:00
agent_6b51d431df5d,2026-01-30,NL,240,174,5,2026-01-30T00:00:00
agent_8527a891e224,2026-01-30,NL,360,290,10,2026-01-30T00:00:00
agent_31489056e091,2026-01-30,NL,420,399,13,2026-01-30T00:00:00
agent_44cb730c4204,2026-01-30,NL,420,372,12,2026-01-30T00:00:00
agent_7902699be42c,2026-01-30,NL,240,168,6,2026-01-30T00:00:00
agent_d59eced1ded0,2026-01-30,NL,420,365,11,2026-01-30T00:00:00
agent_7688b6ef5255,2026-01-30,NL,480,457,24,2026-01-30T00:00:00
agent_4ec9599fc203,2026-01-30,NL,240,176,6,2026-01-30T00:00:00
agent_7a61b53701be,2026-01-30,NL,480,403,19,2026-01-30T00:00:00
agent_535fa30d7e25,2026-01-30,NL,420,375,13,2026-01-30T00:00:00
agent_76a50887d8f1,2026-01-30,UK,420,371,13,2026-01-30T00:00:00
agent_9f14025af006,2026-01-30,UK,240,161,8,2026-01-30T00:00:00
