contact_id,order_id,customer_id_hash,agent_id_hash,country_code,contact_reason_id,created_at,resolved_at,status,reopened_flag,handling_time_seconds,updated_at
con_0001314,ord_0014749,cust_62f6d46c48c7,agent_ef2d127de37b,NL,cancellation,2026-02-04T21:30:00,2026-02-07T21:34:44,resolved,0,284,2026-02-07T21:30:00
con_0001315,ord_0014758,cust_749fc650cacb,agent_785f3ec7eb32,NL,late_delivery,2026-02-04T22:04:00,2026-02-05T22:14:06,resolved,0,606,2026-02-05T04:04:00
con_0001316,ord_0014785,cust_0e17daca5f3e,agent_031b4af5197e,NL,cancellation,2026-02-04T16:39:00,2026-02-04T16:42:06,resolved,0,186,2026-02-07T16:39:00
con_0001317,ord_0014796,cust_46e67c525617,agent_1a6562590ef1,NL,late_delivery,2026-02-04T08:28:00,2026-02-09T08:36:39,resolved,0,519,2026-02-06T13:28:00
con_0001318,ord_0014800,cust_6360659f9710,agent_3e1e967e9b79,NL,cancellation,2026-02-04T09:03:00,2026-02-05T09:08:23,resolved,0,323,2026-02-13T14:03:00
con_0001319,ord_0014822,cust_17560583c120,agent_6b51d431df5d,NL,late_delivery,2026-02-04T18:27:00,2026-02-05T18:35:24,resolved,0,504,2026-02-11T00:27:00
con_0001320,ord_0014842,cust_090d3859ff68,agent_811786ad1ae7,UK,cancellation,2026-02-04T16:50:00,2026-02-05T16:56:29,resolved,0,389,2026-02-12T22:50:00
con_0001321,ord_0014853,cust_2c69bc9b34fb,agent_031b4af5197e,UK,cancellation,2026-02-04T13:19:00,2026-02-06T13:26:10,resolved,0,430,2026-02-07T15:19:00
con_0001322,ord_0014864,cust_dccb3c52e7c7,agent_4e07408562be,UK,late_delivery,2026-02-04T14:03:00,2026-02-05T14:14:56,resolved,0,716,2026-02-04T18:03:00
con_0001323,ord_0014870,cust_d18b29d80a8b,agent_8527a891e224,UK,cancellation,2026-02-04T16:53:00,2026-02-09T16:58:17,resolved,0,317,2026-02-04T21:53:00
con_0001324,ord_0014881,cust_46635b56d3c7,agent_d59eced1ded0,UK,cancellation,2026-02-04T19:31:00,2026-02-05T19:39:04,resolved,0,484,2026-02-13T21:31:00
con_0001325,ord_0014883,cust_e361ec1ff521,agent_4b227777d4dd,UK,late_delivery,2026-02-04T20:47:00,2026-02-04T20:54:37,resolved,0,457,2026-02-09T00:47:00
con_0001326,ord_0014896,cust_1be00341082e,agent_98010bd9270f,UK,payment_issue,2026-02-04T22:30:00,2026-02-06T22:37:19,resolved,0,439,2026-02-10T01:30:00
con_0001327,ord_0014908,cust_d42ed19c0d9c,agent_44cb730c4204,UK,refund_request,2026-02-04T19:29:00,2026-02-09T19:41:48,resolved,0,768,2026-02-12T21:29:00
con_0001328,ord_0014916,cust_2289b221b396,agent_2c624232cdd2,UK,account_issue,2026-02-04T22:40:00,2026-02-09T22:48:16,resolved,0,496,2026-02-09T03:40:00
con_0001329,ord_0014931,cust_3c2308b1bc64,agent_aea92132c4cb,PL,cancellation,2026-02-04T11:30:00,2026-02-05T11:34:45,resolved,0,285,2026-02-06T18:30:00
con_0001330,ord_0014952,cust_576c85c584f6,agent_4e07408562be,PL,missing_item,2026-02-04T17:36:00,2026-02-04T17:45:03,resolved,0,543,2026-02-13T01:36:00
con_0001331,ord_0014953,cust_814fd2e8e45e,agent_e629fa6598d7,PL,late_delivery,2026-02-04T08:00:00,2026-02-09T08:06:25,resolved,0,385,2026-02-07T11:00:00
con_0001332,ord_0014953,cust_814fd2e8e45e,agent_71ee45a3c0db,PL,cancellation,2026-02-04T14:09:00,2026-02-05T14:11:22,resolved,0,142,2026-02-08T18:09:00
con_0001333,ord_0014961,cust_c837649cce43,agent_4b227777d4dd,PL,cancellation,2026-02-04T12:48:00,2026-02-05T12:54:03,resolved,1,363,2026-02-10T14:48:00
con_0001334,ord_0014964,cust_0c1a70e4512e,agent_ef2d127de37b,PL,late_delivery,2026-02-04T19:05:00,2026-02-07T19:14:19,resolved,0,559,2026-02-07T20:05:00
con_0001335,ord_0014971,cust_a1271642c26d,agent_31489056e091,PL,cancellation,2026-02-04T12:37:00,2026-02-06T12:42:52,resolved,0,352,2026-02-10T16:37:00
con_0001336,ord_0014992,cust_2e355fa8b5ac,agent_86e501496586,AT,missing_item,2026-02-04T11:52:00,2026-02-09T11:59:18,resolved,0,438,2026-02-13T13:52:00
con_0001337,ord_0014994,cust_70c023a77b3a,agent_59e19706d51d,AT,payment_issue,2026-02-04T22:05:00,,open,0,0,2026-02-05T00:05:00
con_0001338,ord_0015030,cust_6ad4a6b1e5ea,agent_4b227777d4dd,AT,payment_issue,2026-02-04T13:02:00,2026-02-05T13:14:07,resolved,0,727,2026-02-08T15:02:00
con_0001339,ord_0015034,cust_7e5cb8429dce,agent_4523540f1504,AT,account_issue,2026-02-04T08:57:00,2026-02-04T09:07:34,resolved,0,634,2026-02-08T14:57:00
con_0001340,ord_0015042,cust_973d94870ea2,agent_31489056e091,DE,cancellation,2026-02-05T21:48:00,,open,0,0,2026-02-12T22:48:00
con_0001341,ord_0015054,cust_eb1e33e8a81b,agent_f5ca38f748a1,DE,late_delivery,2026-02-05T17:36:00,2026-02-06T17:43:21,resolved,1,441,2026-02-14T01:36:00
con_0001342,ord_0015061,cust_9f69998560dc,agent_7902699be42c,DE,missing_item,2026-02-05T10:21:00,2026-02-07T10:28:49,resolved,0,469,2026-02-08T16:21:00
con_0001343,ord_0015075,cust_8def3488486c,agent_6b51d431df5d,DE,late_delivery,2026-02-05T20:10:00,2026-02-08T20:20:09,resolved,0,609,2026-02-06T20:10:00
con_0001344,ord_0015102,cust_b0ab628c9e14,agent_59e19706d51d,DE,cancellation,2026-02-05T11:23:00,2026-02-10T11:31:02,resolved,0,482,2026-02-07T19:23:00
con_0001345,ord_0015103,cust_a9b9bd8e0ec8,agent_02d20bbd7e39,DE,late_delivery,2026-02-05T10:50:00,2026-02-08T10:58:10,resolved,0,490,2026-02-09T18:50:00
con_0001346,ord_0015106,cust_5538e771949f,agent_4b227777d4dd,DE,late_delivery,2026-02-05T15:08:00,2026-02-10T15:15:50,resolved,0,470,2026-02-05T21:08:00
con_0001347,ord_0015110,cust_a807c0dc0a5b,agent_624b60c58c9d,DE,refund_request,2026-02-05T18:01:00,2026-02-10T18:13:02,resolved,0,722,2026-02-13T02:01:00
con_0001348,ord_0015110,cust_a807c0dc0a5b,agent_39fa9ec190ee,DE,cancellation,2026-02-05T09:10:00,2026-02-06T09:11:30,resolved,0,90,2026-02-13T10:10:00
con_0001349,ord_0015117,cust_97b3e84b5db5,agent_e29c9c180c62,DE,cancellation,2026-02-05T22:01:00,,open,0,0,2026-02-13T02:01:00
con_0001350,ord_0015120,cust_e62e4120ce24,agent_f5ca38f748a1,DE,late_delivery,2026-02-05T20:48:00,2026-02-05T20:57:24,resolved,1,564,2026-02-06T21:48:00
con_0001351,ord_0015122,cust_464d14ace7f6,agent_73475cb40a56,DE,late_delivery,2026-02-05T15:25:00,2026-02-07T15:33:43,resolved,0,523,2026-02-08T23:25:00
con_0001352,ord_0015129,cust_eb624dbe56eb,agent_98010bd9270f,DE,refund_request,2026-02-05T22:55:00,2026-02-08T23:04:23,resolved,0,563,2026-02-10T23:55:00
con_0001353,ord_0015140,cust_4eef24c6b824,agent_4e07408562be,DE,late_delivery,2026-02-05T14:46:00,2026-02-05T14:51:12,resolved,0,312,2026-02-11T19:46:00
con_0001354,ord_0015148,cust_6aac0cf87a32,agent_39fa9ec190ee,DE,late_delivery,2026-02-05T15:38:00,2026-02-07T15:44:03,resolved,0,363,2026-02-06T16:38:00
con_0001355,ord_0015151,cust_7a84ae249fa7,agent_19581e27de7c,DE,late_delivery,2026-02-05T19:58:00,2026-02-05T20:04:20,resolved,0,380,2026-02-06T23:58:00
con_0001356,ord_0015154,cust_26d228663f13,agent_39fa9ec190ee,DE,refund_request,2026-02-05T15:42:00,2026-02-05T15:49:07,resolved,0,427,2026-02-13T20:42:00
con_0001357,ord_0015160,cust_05758cd3875a,agent_44cb730c4204,DE,late_delivery,2026-02-05T19:34:00,2026-02-08T19:44:53,resolved,0,653,2026-02-14T02:34:00
con_0001358,ord_0015164,cust_04d19fde0a08,agent_41cfc0d1f2d1,DE,late_delivery,2026-02-05T11:43:00,2026-02-05T11:51:15,resolved,0,495,2026-02-09T19:43:00
con_0001359,ord_0015166,cust_7fc81a57656e,agent_2c624232cdd2,DE,refund_request,2026-02-05T15:48:00,2026-02-07T15:57:29,resolved,0,569,2026-02-06T17:48:00
con_0001360,ord_0015191,cust_3097fc802d49,agent_4ec9599fc203,NL,cancellation,2026-02-05T20:14:00,2026-02-06T20:20:51,resolved,0,411,2026-02-08T23:14:00
con_0001361,ord_0015210,cust_26d228663f13,agent_6f4b6612125f,NL,late_delivery,2026-02-05T11:01:00,2026-02-06T11:10:40,resolved,1,580,2026-02-11T15:01:00
con_0001362,ord_0015237,cust_67a375e4ddcd,agent_9f14025af006,NL,late_delivery,2026-02-05T10:58:00,2026-02-08T11:05:00,resolved,0,420,2026-02-11T17:58:00
con_0001363,ord_0015246,cust_5313e5bf1714,agent_e629fa6598d7,NL,late_delivery,2026-02-05T20:39:00,2026-02-06T20:43:31,resolved,0,271,2026-02-07T20:39:00
con_0001364,ord_0015252,cust_8920a14a7f64,agent_eb1e33e8a81b,NL,cancellation,2026-02-05T10:24:00,2026-02-07T10:29:31,resolved,0,331,2026-02-06T15:24:00
con_0001365,ord_0015253,cust_6a27eece1c16,agent_5f9c4ab08cac,NL,cancellation,2026-02-05T18:36:00,2026-02-05T18:43:43,resolved,0,463,2026-02-13T20:36:00
con_0001366,ord_0015255,cust_61e04b121a1e,agent_eb1e33e8a81b,NL,missing_item,2026-02-05T20:51:00,2026-02-05T20:59:00,resolved,0,480,2026-02-13T00:51:00
con_0001367,ord_0015305,cust_52bb7cc738db,agent_3d914f9348c9,UK,late_delivery,2026-02-05T15:23:00,2026-02-06T15:30:45,resolved,0,465,2026-02-11T21:23:00
con_0001368,ord_0015307,cust_7b4f6f46093c,agent_0e17daca5f3e,UK,late_delivery,2026-02-05T17:41:00,2026-02-10T17:51:42,resolved,0,642,2026-02-10T23:41:00
con_0001369,ord_0015319,cust_44c8031cb036,agent_7688b6ef5255,UK,missing_item,2026-02-05T09:38:00,2026-02-05T09:45:16,resolved,0,436,2026-02-06T10:38:00
con_0001370,ord_0015324,cust_95fc6cd8aeb9,agent_d59eced1ded0,UK,late_delivery,2026-02-05T18:19:00,2026-02-10T18:29:18,resolved,0,618,2026-02-14T18:19:00
con_0001371,ord_0015329,cust_aaf57ee8c549,agent_31489056e091,UK,cancellation,2026-02-05T09:01:00,2026-02-10T09:06:52,resolved,0,352,2026-02-06T09:01:00
con_0001372,ord_0015339,cust_6b3c238ebcf1,agent_7902699be42c,UK,missing_item,2026-02-05T18:41:00,2026-02-10T18:49:46,resolved,0,526,2026-02-06T23:41:00
con_0001373,ord_0015339,cust_6b3c238ebcf1,agent_670671cd9740,UK,refund_request,2026-02-05T11:37:00,2026-02-05T11:48:03,resolved,0,663,2026-02-08T18:37:00
con_0001374,ord_0015351,cust_2e2f4263cfaa,agent_4a44dc153642,UK,missing_item,2026-02-05T17:52:00,2026-02-05T17:57:17,resolved,0,317,2026-02-13T23:52:00
con_0001375,ord_0015358,cust_d8ed8ca27d83,agent_d59eced1ded0,UK,late_delivery,2026-02-05T20:31:00,2026-02-05T20:39:01,resolved,0,481,2026-02-12T01:31:00
con_0001376,ord_0015371,cust_0f4121d0ef1d,agent_9f14025af006,PL,late_delivery,2026-02-05T20:02:00,2026-02-05T20:10:09,resolved,0,489,2026-02-08T01:02:00
con_0001377,ord_0015394,cust_00f6112fe583,agent_811786ad1ae7,PL,payment_issue,2026-02-05T11:39:00,2026-02-05T11:46:32,resolved,0,452,2026-02-13T13:39:00
con_0001378,ord_0015421,cust_61dd8cd59a50,agent_eb1e33e8a81b,PL,late_delivery,2026-02-05T14:39:00,2026-02-05T14:46:16,resolved,0,436,2026-02-08T17:39:00
con_0001379,ord_0015423,cust_dfe62e836a0a,agent_86e501496586,PL,late_delivery,2026-02-05T20:00:00,2026-02-06T20:07:45,resolved,0,465,2026-02-08T21:00:00
con_0001380,ord_0015426,cust_89aa1e580023,agent_e7f6c011776e,PL,cancellation,2026-02-05T18:03:00,2026-02-05T18:06:08,resolved,0,188,2026-02-11T21:03:00
con_0001381,ord_0015436,cust_a61c5cdf7828,agent_2c624232cdd2,PL,account_issue,2026-02-05T19:24:00,2026-02-06T19:33:37,resolved,0,577,2026-02-15T02:24:00
con_0001382,ord_0015447,cust_3837e1aa083f,agent_535fa30d7e25,AT,cancellation,2026-02-05T18:05:00,2026-02-06T18:10:40,resolved,0,340,2026-02-14T00:05:00
con_0001383,ord_0015448,cust_38879b6376fb,agent_c6f3ac57944a,AT,late_delivery,2026-02-05T08:58:00,2026-02-06T09:05:28,resolved,1,448,2026-02-09T10:58:00
con_0001384,ord_0015461,cust_15a26c6fa515,agent_4523540f1504,AT,cancellation,2026-02-05T22:39:00,2026-02-06T22:47:47,resolved,0,527,2026-02-13T04:39:00
con_0001385,ord_0015469,cust_310ced37200b,agent_2fca346db656,AT,cancellation,2026-02-05T13:11:00,2026-02-08T13:19:13,resolved,0,493,2026-02-11T16:11:00
con_0001386,ord_0015475,cust_477e2d131521,agent_7a61b53701be,AT,late_delivery,2026-02-05T16:27:00,2026-02-10T16:34:07,resolved,0,427,2026-02-09T18:27:00
con_0001387,ord_0015490,cust_c0509a487a18,agent_c2356069e9d1,AT,payment_issue,2026-02-05T14:25:00,2026-02-10T14:38:32,resolved,0,812,2026-02-05T22:25:00
con_0001388,ord_0015543,cust_ced6f3c05e1d,agent_031b4af5197e,DE,late_delivery,2026-02-06T21:06:00,2026-02-07T21:11:49,resolved,0,349,2026-02-13T01:06:00
con_0001389,ord_0015544,cust_095eaa09cd36,agent_f5ca38f748a1,DE,account_issue,2026-02-06T14:14:00,2026-02-09T14:22:12,resolved,0,492,2026-02-14T15:14:00
con_0001390,ord_0015559,cust_6028e2a87c50,agent_2fca346db656,DE,refund_request,2026-02-06T12:16:00,2026-02-06T12:27:09,resolved,0,669,2026-02-09T12:16:00
con_0001391,ord_0015569,cust_eeca91fd439b,agent_eb1e33e8a81b,DE,missing_item,2026-02-06T17:46:00,2026-02-11T17:53:48,resolved,0,468,2026-02-11T23:46:00
con_0001392,ord_0015617,cust_1d0ebea552eb,agent_9400f1b21cb5,DE,late_delivery,2026-02-06T16:42:00,2026-02-11T16:50:02,resolved,0,482,2026-02-15T21:42:00
con_0001393,ord_0015633,cust_1e7f898d3483,agent_7902699be42c,DE,late_delivery,2026-02-06T17:54:00,,open,0,0,2026-02-11T20:54:00
con_0001394,ord_0015636,cust_0cce0bd361c4,agent_eb1e33e8a81b,DE,refund_request,2026-02-06T15:37:00,2026-02-06T15:46:25,resolved,0,565,2026-02-15T15:37:00
con_0001395,ord_0015638,cust_62f77e7d6197,agent_eb1e33e8a81b,DE,cancellation,2026-02-06T15:33:00,2026-02-06T15:37:28,resolved,0,268,2026-02-07T22:33:00
con_0001396,ord_0015649,cust_c6bb15225eca,agent_4b227777d4dd,NL,cancellation,2026-02-06T12:28:00,2026-02-07T12:31:52,resolved,1,232,2026-02-06T20:28:00
con_0001397,ord_0015654,cust_dae40fcfed8e,agent_73475cb40a56,NL,cancellation,2026-02-06T11:53:00,2026-02-07T11:56:12,resolved,0,192,2026-02-10T19:53:00
con_0001398,ord_0015675,cust_f1cfa5ebb149,agent_e629fa6598d7,NL,account_issue,2026-02-06T15:45:00,2026-02-06T15:53:27,resolved,0,507,2026-02-08T15:45:00
con_0001399,ord_0015683,cust_fa2b7af0a811,agent_44cb730c4204,NL,late_delivery,2026-02-06T19:27:00,2026-02-11T19:30:53,resolved,1,233,2026-02-10T23:27:00
con_0001400,ord_0015684,cust_f10d342ce63e,agent_e629fa6598d7,NL,late_delivery,2026-02-06T12:45:00,2026-02-07T12:55:29,resolved,0,629,2026-02-07T13:45:00
con_0001401,ord_0015686,cust_ddc10a5906f8,agent_6f4b6612125f,NL,late_delivery,2026-02-06T18:50:00,2026-02-07T18:58:54,resolved,0,534,2026-02-12T18:50:00
con_0001402,ord_0015687,cust_cbfad02f9ed2,agent_c6f3ac57944a,NL,late_delivery,2026-02-06T20:20:00,,open,0,0,2026-02-14T23:20:00
con_0001403,ord_0015698,cust_3f9807cb9ae9,agent_9400f1b21cb5,NL,missing_item,2026-02-06T21:24:00,2026-02-06T21:31:11,resolved,1,431,2026-02-07T05:24:00
con_0001404,ord_0015736,cust_33512007840c,agent_0b918943df09,NL,cancellation,2026-02-06T10:03:00,2026-02-11T10:08:19,resolved,0,319,2026-02-07T11:03:00
con_0001405,ord_0015741,cust_c5080dbc42e8,agent_785f3ec7eb32,UK,payment_issue,2026-02-06T11:39:00,2026-02-11T11:48:35,resolved,0,575,2026-02-14T17:39:00
con_0001406,ord_0015746,cust_b695396d3070,agent_f5ca38f748a1,UK,missing_item,2026-02-06T19:09:00,2026-02-06T19:16:49,resolved,0,469,2026-02-13T22:09:00
con_0001407,ord_0015749,cust_1d0ebea552eb,agent_73475cb40a56,UK,late_delivery,2026-02-06T13:16:00,2026-02-08T13:21:38,resolved,0,338,2026-02-14T16:16:00
con_0001408,ord_0015753,cust_c78961d3d782,agent_98010bd9270f,UK,missing_item,2026-02-06T18:33:00,2026-02-07T18:43:10,resolved,0,610,2026-02-13T23:33:00
con_0001409,ord_0015763,cust_48ce32e8ec77,agent_2fca346db656,UK,late_delivery,2026-02-06T21:42:00,2026-02-06T21:50:53,resolved,0,533,2026-02-09T21:42:00
con_0001410,ord_0015765,cust_339d9d13edba,agent_785f3ec7eb32,UK,cancellation,2026-02-06T19:54:00,2026-02-06T19:59:12,resolved,0,312,2026-02-11T22:54:00
con_0001411,ord_0015789,cust_2c674047a16d,agent_35135aaa6cc2,UK,late_delivery,2026-02-06T17:55:00,2026-02-07T18:02:35,resolved,0,455,2026-02-08T21:55:00
con_0001412,ord_0015809,cust_e629fa6598d7,agent_35135aaa6cc2,UK,payment_issue,2026-02-06T13:35:00,2026-02-07T13:46:27,resolved,0,687,2026-02-14T17:35:00
con_0001413,ord_0015813,cust_434dbd07bc54,agent_9400f1b21cb5,UK,cancellation,2026-02-06T12:28:00,,open,0,0,2026-02-12T17:28:00
con_0001414,ord_0015845,cust_48449a14a4ff,agent_2fca346db656,UK,account_issue,2026-02-06T14:42:00,,open,0,0,2026-02-15T15:42:00
con_0001415,ord_0015852,cust_ce0d320a502e,agent_c6f3ac57944a,UK,late_delivery,2026-02-06T22:54:00,2026-02-08T23:00:26,resolved,0,386,2026-02-11T06:54:00
con_0001416,ord_0015854,cust_8ef532f440c9,agent_7a61b53701be,UK,late_delivery,2026-02-06T09:17:00,2026-02-07T09:26:57,resolved,0,597,2026-02-11T13:17:00
con_0001417,ord_0015863,cust_6ea2fdb3399f,agent_e629fa6598d7,UK,refund_request,2026-02-06T14:07:00,2026-02-11T14:15:50,resolved,0,530,2026-02-10T14:07:00
con_0001418,ord_0015877,cust_d5b148567313,agent_71ee45a3c0db,UK,refund_request,2026-02-06T15:35:00,2026-02-08T15:44:24,resolved,0,564,2026-02-06T22:35:00
con_0001419,ord_0015888,cust_b32523d903bf,agent_5f9c4ab08cac,UK,cancellation,2026-02-06T16:58:00,2026-02-07T17:03:06,resolved,0,306,2026-02-16T00:58:00
con_0001420,ord_0015935,cust_20ee235b5de5,agent_5f9c4ab08cac,PL,missing_item,2026-02-06T08:48:00,2026-02-11T08:56:27,resolved,0,507,2026-02-11T09:48:00
con_0001421,ord_0015939,cust_87e50b287059,agent_4ec9599fc203,PL,late_delivery,2026-02-06T19:26:00,2026-02-06T19:34:46,resolved,1,526,2026-02-07T19:26:00
con_0001422,ord_0015943,cust_f8d64a31eb7d,agent_31489056e091,PL,payment_issue,2026-02-06T17:27:00,2026-02-11T17:38:25,resolved,0,685,2026-02-08T20:27:00
con_0001423,ord_0015955,cust_4091f2c5c45d,agent_2858dcd1057d,PL,late_delivery,2026-02-06T21:11:00,2026-02-08T21:21:22,resolved,0,622,2026-02-11T05:11:00
con_0001424,ord_0015976,cust_70d432707ec2,agent_44cb730c4204,AT,refund_request,2026-02-06T21:27:00,2026-02-09T21:37:20,resolved,0,620,2026-02-07T05:27:00
con_0001425,ord_0015983,cust_639c1115ab55,agent_e629fa6598d7,AT,refund_request,2026-02-06T20:18:00,2026-02-08T20:27:40,resolved,0,580,2026-02-09T21:18:00
con_0001426,ord_0015989,cust_825f11613c4f,agent_4523540f1504,AT,late_delivery,2026-02-06T11:16:00,2026-02-06T11:23:59,resolved,0,479,2026-02-08T12:16:00
con_0001427,ord_0015996,cust_b368537ed2fe,agent_0e17daca5f3e,AT,cancellation,2026-02-06T08:37:00,2026-02-06T08:43:18,resolved,0,378,2026-02-13T09:37:00
con_0001428,ord_0016031,cust_de482c7ed5ca,agent_4e07408562be,DE,late_delivery,2026-02-07T14:08:00,2026-02-07T14:17:44,resolved,0,584,2026-02-08T21:08:00
con_0001429,ord_0016034,cust_96b026df37a1,agent_7688b6ef5255,DE,missing_item,2026-02-07T20:04:00,2026-02-07T20:09:08,resolved,0,308,2026-02-14T21:04:00
con_0001430,ord_0016047,cust_3635a91e3da8,agent_41cfc0d1f2d1,DE,cancellation,2026-02-07T19:06:00,2026-02-07T19:11:11,resolved,0,311,2026-02-16T20:06:00
con_0001431,ord_0016075,cust_204a58c3197e,agent_2c624232cdd2,DE,late_delivery,2026-02-07T14:05:00,2026-02-10T14:12:06,resolved,0,426,2026-02-16T14:05:00
con_0001432,ord_0016085,cust_46437ab18a66,agent_e7f6c011776e,DE,refund_request,2026-02-07T22:43:00,2026-02-12T22:52:35,resolved,0,575,2026-02-08T05:43:00
con_0001433,ord_0016089,cust_9ae2bdd7beed,agent_e7f6c011776e,DE,cancellation,2026-02-07T21:02:00,2026-02-12T21:06:28,resolved,0,268,2026-02-16T00:02:00
con_0001434,ord_0016089,cust_9ae2bdd7beed,agent_4a44dc153642,DE,payment_issue,2026-02-07T09:22:00,2026-02-07T09:32:36,resolved,0,636,2026-02-11T11:22:00
con_0001435,ord_0016092,cust_66c03337b22c,agent_1a6562590ef1,DE,payment_issue,2026-02-07T14:12:00,2026-02-08T14:24:24,resolved,0,744,2026-02-11T20:12:00
con_0001436,ord_0016098,cust_a934c244755c,agent_eb1e33e8a81b,DE,payment_issue,2026-02-07T15:11:00,2026-02-09T15:22:37,resolved,0,697,2026-02-16T18:11:00
con_0001437,ord_0016108,cust_59b524f8de03,agent_73475cb40a56,DE,cancellation,2026-02-07T18:30:00,2026-02-10T18:34:58,resolved,0,298,2026-02-15T23:30:00
con_0001438,ord_0016120,cust_ee377871c736,agent_b7a56873cd77,DE,account_issue,2026-02-07T13:38:00,2026-02-07T13:46:12,resolved,0,492,2026-02-15T21:38:00
con_0001439,ord_0016132,cust_194af3b3d7b0,agent_f5ca38f748a1,DE,missing_item,2026-02-07T20:45:00,2026-02-12T20:52:03,resolved,0,423,2026-02-14T03:45:00
con_0001440,ord_0016144,cust_a05198938c6c,agent_d4735e3a265e,DE,late_delivery,2026-02-07T14:12:00,2026-02-07T14:22:36,resolved,0,636,2026-02-11T14:12:00
con_0001441,ord_0016154,cust_6db44caad5c9,agent_6f4b6612125f,DE,late_delivery,2026-02-07T20:35:00,2026-02-08T20:41:32,resolved,0,392,2026-02-15T20:35:00
con_0001442,ord_0016165,cust_09f7cb7bb38f,agent_7902699be42c,DE,late_delivery,2026-02-07T22:22:00,2026-02-08T22:30:28,resolved,0,508,2026-02-10T04:22:00
con_0001443,ord_0016165,cust_09f7cb7bb38f,agent_98010bd9270f,DE,cancellation,2026-02-07T12:25:00,,open,0,0,2026-02-10T12:25:00
con_0001444,ord_0016180,cust_3bbcf69de876,agent_1a6562590ef1,NL,late_delivery,2026-02-07T09:17:00,,open,0,0,2026-02-14T14:17:00
con_0001445,ord_0016190,cust_06ceef971553,agent_6b86b273ff34,NL,refund_request,2026-02-07T11:43:00,2026-02-09T11:52:36,resolved,0,576,2026-02-08T17:43:00
con_0001446,ord_0016191,cust_24fae883d5ce,agent_6208ef0f7750,NL,payment_issue,2026-02-07T09:58:00,2026-02-08T10:09:44,resolved,0,704,2026-02-07T16:58:00
con_0001447,ord_0016194,cust_8e612bd1f5d1,agent_0b918943df09,NL,account_issue,2026-02-07T09:07:00,2026-02-08T09:14:50,resolved,0,470,2026-02-08T12:07:00
con_0001448,ord_0016204,cust_2747827914ba,agent_b7a56873cd77,NL,cancellation,2026-02-07T14:27:00,2026-02-10T14:31:26,resolved,0,266,2026-02-14T22:27:00
con_0001449,ord_0016207,cust_9512d95d00d6,agent_2fca346db656,NL,missing_item,2026-02-07T10:55:00,2026-02-08T11:00:48,resolved,0,348,2026-02-13T14:55:00
con_0001450,ord_0016227,cust_8e614d39a1f1,agent_c6f3ac57944a,NL,late_delivery,2026-02-07T13:14:00,2026-02-09T13:23:35,resolved,0,575,2026-02-14T20:14:00
con_0001451,ord_0016235,cust_6bd44ccbcb33,agent_39fa9ec190ee,NL,missing_item,2026-02-07T18:40:00,2026-02-10T18:47:41,resolved,0,461,2026-02-12T18:40:00
con_0001452,ord_0016271,cust_bcce03f625c2,agent_71ee45a3c0db,NL,late_delivery,2026-02-07T22:53:00,2026-02-07T23:02:01,resolved,0,541,2026-02-08T05:53:00
con_0001453,ord_0016309,cust_9ae8f17cfc8b,agent_031b4af5197e,UK,late_delivery,2026-02-07T22:00:00,,open,0,0,2026-02-17T04:00:00
con_0001454,ord_0016311,cust_3f5f3806e425,agent_6b86b273ff34,UK,cancellation,2026-02-07T12:42:00,2026-02-09T12:46:59,resolved,0,299,2026-02-09T13:42:00
con_0001455,ord_0016389,cust_4739ee3bd29e,agent_19581e27de7c,UK,late_delivery,2026-02-07T17:46:00,2026-02-12T17:51:32,resolved,0,332,2026-02-09T22:46:00
con_0001456,ord_0016407,cust_b458944d9ec4,agent_6b51d431df5d,UK,late_delivery,2026-02-07T21:06:00,2026-02-09T21:13:37,resolved,0,457,2026-02-10T05:06:00
con_0001457,ord_0016408,cust_cbf2f7864f1c,agent_624b60c58c9d,UK,late_delivery,2026-02-07T17:17:00,2026-02-12T17:21:21,resolved,0,261,2026-02-15T01:17:00
con_0001458,ord_0016417,cust_db3defda18fa,agent_2858dcd1057d,UK,late_delivery,2026-02-07T11:59:00,2026-02-08T12:03:49,resolved,0,289,2026-02-09T19:59:00
con_0001459,ord_0016417,cust_db3defda18fa,agent_1a6562590ef1,UK,cancellation,2026-02-07T11:16:00,2026-02-09T11:23:39,resolved,0,459,2026-02-08T19:16:00
con_0001460,ord_0016438,cust_4621c1d55fa4,agent_e29c9c180c62,PL,refund_request,2026-02-07T14:49:00,2026-02-12T14:58:41,resolved,0,581,2026-02-13T17:49:00
con_0001461,ord_0016450,cust_fe91a760983d,agent_6208ef0f7750,PL,late_delivery,2026-02-07T16:21:00,2026-02-08T16:27:23,resolved,0,383,2026-02-11T00:21:00
con_0001462,ord_0016467,cust_963826088133,agent_2fca346db656,PL,cancellation,2026-02-07T09:27:00,2026-02-12T09:32:46,resolved,0,346,2026-02-12T10:27:00
con_0001463,ord_0016480,cust_c812fa553afe,agent_d4735e3a265e,PL,late_delivery,2026-02-07T10:29:00,2026-02-12T10:38:02,resolved,0,542,2026-02-14T12:29:00
con_0001464,ord_0016481,cust_811786ad1ae7,agent_4e07408562be,PL,missing_item,2026-02-07T22:21:00,2026-02-07T22:28:46,resolved,0,466,2026-02-15T00:21:00
con_0001465,ord_0016494,cust_c7e616822f36,agent_6b86b273ff34,PL,cancellation,2026-02-07T09:20:00,2026-02-08T09:27:18,resolved,0,438,2026-02-12T12:20:00
