compensation_id,contact_id,order_id,refund_amount,voucher_amount,goodwill_amount,created_at,updated_at
cmp_0000236,con_0001055,ord_0011864,5.81,7.33,3.36,2026-02-03T18:00:00,2026-02-03T20:00:00
cmp_0000237,con_0001066,ord_0012012,13.46,0.0,0.0,2026-02-07T16:23:00,2026-02-07T18:23:00
cmp_0000238,con_0001071,ord_0012064,0.0,6.27,0.0,2026-02-01T09:44:00,2026-02-01T11:44:00
cmp_0000239,con_0001079,ord_0012139,0.0,10.02,0.0,2026-02-07T08:11:00,2026-02-07T10:11:00
cmp_0000240,con_0001085,ord_0012194,14.36,0.0,0.0,2026-01-30T11:00:00,2026-01-30T13:00:00
cmp_0000241,con_0001094,ord_0012294,3.78,6.09,0.0,2026-02-07T15:16:00,2026-02-07T17:16:00
cmp_0000242,con_0001096,ord_0012324,7.4,0.0,8.06,2026-01-31T22:28:00,2026-02-01T00:28:00
cmp_0000243,con_0001098,ord_0012334,0.0,5.86,0.0,2026-01-30T18:21:00,2026-01-30T20:21:00
cmp_0000244,con_0001100,ord_0012356,12.06,0.0,6.75,2026-02-01T17:35:00,2026-02-01T19:35:00
cmp_0000245,con_0001113,ord_0012476,4.4,0.0,0.0,2026-02-07T08:45:00,2026-02-07T10:45:00
cmp_0000246,con_0001115,ord_0012504,0.0,4.69,0.0,2026-02-04T11:26:00,2026-02-04T13:26:00
cmp_0000247,con_0001127,ord_0012682,0.0,5.23,7.54,2026-02-05T09:02:00,2026-02-05T11:02:00
cmp_0000248,con_0001132,ord_0012716,0.0,7.71,0.0,2026-02-02T21:34:00,2026-02-02T23:34:00
cmp_0000249,con_0001143,ord_0012763,0.0,3.36,0.0,2026-02-01T11:45:00,2026-02-01T13:45:00
cmp_0000250,con_0001149,ord_0012815,0.0,7.74,4.66,2026-01-31T14:37:00,2026-01-31T16:37:00
cmp_0000251,con_0001169,ord_0013091,0.0,13.29,2.03,2026-02-08T17:43:00,2026-02-08T19:43:00
cmp_0000252,con_0001178,ord_0013135,14.62,4.08,3.91,2026-02-03T13:30:00,2026-02-03T15:30:00
cmp_0000253,con_0001181,ord_0013158,0.0,10.26,2.27,2026-02-03T22:24:00,2026-02-04T00:24:00
cmp_0000254,con_0001188,ord_0013225,0.0,11.03,7.22,2026-02-03T22:19:00,2026-02-04T00:19:00
cmp_0000255,con_0001196,ord_0013325,0.0,10.36,0.0,2026-02-02T20:57:00,2026-02-02T22:57:00
cmp_0000256,con_0001197,ord_0013333,0.0,7.65,6.09,2026-02-03T22:21:00,2026-02-04T00:21:00
cmp_0000257,con_0001198,ord_0013337,0.0,3.33,0.0,2026-02-09T11:29:00,2026-02-09T13:29:00
cmp_0000258,con_0001199,ord_0013340,11.43,3.78,5.43,2026-02-01T12:51:00,2026-02-01T14:51:00
cmp_0000259,con_0001203,ord_0013410,0.0,8.29,0.0,2026-02-02T19:10:00,2026-02-02T21:10:00
cmp_0000260,con_0001209,ord_0013461,0.0,3.35,0.0,2026-02-09T08:50:00,2026-02-09T10:50:00
cmp_0000261,con_0001211,ord_0013498,12.3,11.38,7.78,2026-02-06T09:33:00,2026-02-06T11:33:00
cmp_0000262,con_0001216,ord_0013546,0.0,8.2,0.0,2026-02-06T12:24:00,2026-02-06T14:24:00
cmp_0000263,con_0001218,ord_0013556,2.87,7.42,3.17,2026-02-02T19:27:00,2026-02-02T21:27:00
cmp_0000264,con_0001219,ord_0013566,0.0,13.45,0.0,2026-02-01T17:52:00,2026-02-01T19:52:00
cmp_0000265,con_0001220,ord_0013566,17.83,7.17,0.0,2026-02-06T15:23:00,2026-02-06T17:23:00
cmp_0000266,con_0001221,ord_0013601,0.0,8.45,0.0,2026-02-01T08:15:00,2026-02-01T10:15:00
cmp_0000267,con_0001225,ord_0013613,0.0,4.75,4.64,2026-02-06T09:19:00,2026-02-06T11:19:00
cmp_0000268,con_0001227,ord_0013624,0.0,8.27,2.92,2026-02-01T22:48:00,2026-02-02T00:48:00
cmp_0000269,con_0001229,ord_0013641,0.0,3.51,0.0,2026-02-06T14:29:00,2026-02-06T16:29:00
cmp_0000270,con_0001233,ord_0013708,9.83,0.0,8.75,2026-02-03T14:25:00,2026-02-03T16:25:00
cmp_0000271,con_0001236,ord_0013782,7.08,0.0,0.0,2026-02-04T11:45:00,2026-02-04T13:45:00
cmp_0000272,con_0001238,ord_0013811,0.0,7.41,0.0,2026-02-10T13:17:00,2026-02-10T15:17:00
cmp_0000273,con_0001244,ord_0013861,0.0,4.64,3.29,2026-02-03T14:56:00,2026-02-03T16:56:00
cmp_0000274,con_0001251,ord_0013960,7.99,9.6,2.59,2026-02-02T10:47:00,2026-02-02T12:47:00
cmp_0000275,con_0001254,ord_0014001,0.0,3.37,0.0,2026-02-10T22:08:00,2026-02-11T00:08:00
cmp_0000276,con_0001256,ord_0014036,0.0,7.55,0.0,2026-02-07T13:03:00,2026-02-07T15:03:00
cmp_0000277,con_0001267,ord_0014143,12.34,13.65,0.0,2026-02-10T19:32:00,2026-02-10T21:32:00
cmp_0000278,con_0001268,ord_0014156,0.0,3.35,2.11,2026-02-02T15:18:00,2026-02-02T17:18:00
cmp_0000279,con_0001272,ord_0014233,11.05,7.57,4.87,2026-02-11T08:10:00,2026-02-11T10:10:00
cmp_0000280,con_0001282,ord_0014336,2.95,0.0,0.0,2026-02-03T22:31:00,2026-02-04T00:31:00
cmp_0000281,con_0001285,ord_0014350,0.0,8.63,0.0,2026-02-11T17:56:00,2026-02-11T19:56:00
cmp_0000282,con_0001286,ord_0014359,12.0,10.37,8.24,2026-02-04T15:47:00,2026-02-04T17:47:00
cmp_0000283,con_0001301,ord_0014567,0.0,12.1,0.0,2026-02-08T15:39:00,2026-02-08T17:39:00
cmp_0000284,con_0001306,ord_0014670,0.0,13.83,0.0,2026-02-12T14:01:00,2026-02-12T16:01:00
cmp_0000285,con_0001308,ord_0014679,9.0,0.0,0.0,2026-02-05T22:20:00,2026-02-06T00:20:00
cmp_0000286,con_0001312,ord_0014732,0.0,3.44,0.0,2026-02-09T11:45:00,2026-02-09T13:45:00
cmp_0000287,con_0001315,ord_0014758,0.0,11.03,0.0,2026-02-04T22:04:00,2026-02-05T00:04:00
cmp_0000288,con_0001322,ord_0014864,0.0,10.93,0.0,2026-02-12T14:03:00,2026-02-12T16:03:00
cmp_0000289,con_0001327,ord_0014908,10.07,13.8,0.0,2026-02-04T19:29:00,2026-02-04T21:29:00
cmp_0000290,con_0001334,ord_0014964,0.0,10.58,0.0,2026-02-05T19:05:00,2026-02-05T21:05:00
cmp_0000291,con_0001336,ord_0014992,10.57,0.0,0.0,2026-02-05T11:52:00,2026-02-05T13:52:00
cmp_0000292,con_0001341,ord_0015054,0.0,12.06,4.49,2026-02-13T17:36:00,2026-02-13T19:36:00
cmp_0000293,con_0001342,ord_0015061,7.56,0.0,0.0,2026-02-10T10:21:00,2026-02-10T12:21:00
cmp_0000294,con_0001346,ord_0015106,0.0,5.69,7.9,2026-02-07T15:08:00,2026-02-07T17:08:00
cmp_0000295,con_0001353,ord_0015140,0.0,9.71,2.09,2026-02-10T14:46:00,2026-02-10T16:46:00
cmp_0000296,con_0001357,ord_0015160,0.0,12.27,5.13,2026-02-06T19:34:00,2026-02-06T21:34:00
cmp_0000297,con_0001362,ord_0015237,0.0,6.76,5.43,2026-02-05T10:58:00,2026-02-05T12:58:00
cmp_0000298,con_0001363,ord_0015246,0.0,12.36,6.4,2026-02-13T20:39:00,2026-02-13T22:39:00
cmp_0000299,con_0001368,ord_0015307,0.0,6.43,6.6,2026-02-13T17:41:00,2026-02-13T19:41:00
cmp_0000300,con_0001373,ord_0015339,2.08,13.68,0.0,2026-02-06T11:37:00,2026-02-06T13:37:00
cmp_0000301,con_0001374,ord_0015351,8.46,0.0,0.0,2026-02-06T17:52:00,2026-02-06T19:52:00
cmp_0000302,con_0001375,ord_0015358,0.0,5.6,3.22,2026-02-05T20:31:00,2026-02-05T22:31:00
cmp_0000303,con_0001376,ord_0015371,0.0,4.25,0.0,2026-02-13T20:02:00,2026-02-13T22:02:00
cmp_0000304,con_0001386,ord_0015475,0.0,7.92,0.0,2026-02-05T16:27:00,2026-02-05T18:27:00
cmp_0000305,con_0001400,ord_0015684,0.0,5.01,0.0,2026-02-07T12:45:00,2026-02-07T14:45:00
cmp_0000306,con_0001403,ord_0015698,14.43,0.0,0.0,2026-02-06T21:24:00,2026-02-06T23:24:00
cmp_0000307,con_0001417,ord_0015863,11.83,6.79,0.0,2026-02-06T14:07:00,2026-02-06T16:07:00
cmp_0000308,con_0001418,ord_0015877,14.06,10.32,0.0,2026-02-14T15:35:00,2026-02-14T17:35:00
cmp_0000309,con_0001421,ord_0015939,0.0,5.22,0.0,2026-02-07T19:26:00,2026-02-07T21:26:00
cmp_0000310,con_0001425,ord_0015983,13.16,12.77,2.76,2026-02-06T20:18:00,2026-02-06T22:18:00
cmp_0000311,con_0001426,ord_0015989,0.0,3.98,6.82,2026-02-14T11:16:00,2026-02-14T13:16:00
cmp_0000312,con_0001429,ord_0016034,12.27,0.0,7.1,2026-02-07T20:04:00,2026-02-07T22:04:00
cmp_0000313,con_0001431,ord_0016075,0.0,13.64,6.62,2026-02-12T14:05:00,2026-02-12T16:05:00
cmp_0000314,con_0001442,ord_0016165,0.0,11.66,0.0,2026-02-08T22:22:00,2026-02-09T00:22:00
cmp_0000315,con_0001449,ord_0016207,6.5,0.0,0.0,2026-02-08T10:55:00,2026-02-08T12:55:00
cmp_0000316,con_0001453,ord_0016309,0.0,6.42,6.3,2026-02-12T22:00:00,2026-02-13T00:00:00
cmp_0000317,con_0001455,ord_0016389,0.0,7.83,0.0,2026-02-08T17:46:00,2026-02-08T19:46:00
cmp_0000318,con_0001456,ord_0016407,0.0,8.18,0.0,2026-02-12T21:06:00,2026-02-12T23:06:00
cmp_0000319,con_0001460,ord_0016438,6.84,10.47,0.0,2026-02-07T14:49:00,2026-02-07T16:49:00
cmp_0000320,con_0001461,ord_0016450,0.0,6.34,0.0,2026-02-07T16:21:00,2026-02-07T18:21:00
cmp_0000321,con_0001468,ord_0016548,10.73,3.61,2.9,2026-02-09T20:43:00,2026-02-09T22:43:00
cmp_0000322,con_0001469,ord_0016552,0.0,6.83,2.79,2026-02-09T11:39:00,2026-02-09T13:39:00
cmp_0000323,con_0001475,ord_0016638,0.0,12.86,2.65,2026-02-13T15:20:00,2026-02-13T17:20:00
cmp_0000324,con_0001476,ord_0016643,12.3,12.41,0.0,2026-02-13T10:55:00,2026-02-13T12:55:00
cmp_0000325,con_0001477,ord_0016649,0.0,5.71,0.0,2026-02-09T11:42:00,2026-02-09T13:42:00
cmp_0000326,con_0001489,ord_0016758,0.0,13.49,0.0,2026-02-13T16:26:00,2026-02-13T18:26:00
cmp_0000327,con_0001491,ord_0016774,2.8,11.92,3.32,2026-02-09T22:25:00,2026-02-10T00:25:00
cmp_0000328,con_0001492,ord_0016780,7.1,9.16,8.2,2026-02-10T11:47:00,2026-02-10T13:47:00
cmp_0000329,con_0001494,ord_0016803,0.0,11.64,0.0,2026-02-10T22:39:00,2026-02-11T00:39:00
cmp_0000330,con_0001496,ord_0016820,8.92,5.43,0.0,2026-02-10T11:55:00,2026-02-10T13:55:00
cmp_0000331,con_0001500,ord_0016840,0.0,13.09,0.0,2026-02-10T10:26:00,2026-02-10T12:26:00
cmp_0000332,con_0001505,ord_0016915,9.83,0.0,6.0,2026-02-09T10:29:00,2026-02-09T12:29:00
cmp_0000333,con_0001507,ord_0016937,0.0,7.78,0.0,2026-02-09T21:11:00,2026-02-09T23:11:00
cmp_0000334,con_0001511,ord_0017012,9.01,0.0,8.52,2026-02-08T21:14:00,2026-02-08T23:14:00
cmp_0000335,con_0001519,ord_0017064,4.19,12.12,0.0,2026-02-13T21:19:00,2026-02-13T23:19:00
cmp_0000336,con_0001521,ord_0017076,0.0,6.72,0.0,2026-02-08T11:23:00,2026-02-08T13:23:00
cmp_0000337,con_0001524,ord_0017113,0.0,3.66,0.0,2026-02-09T15:26:00,2026-02-09T17:26:00
cmp_0000338,con_0001525,ord_0017115,4.92,0.0,0.0,2026-02-10T14:44:00,2026-02-10T16:44:00
cmp_0000339,con_0001527,ord_0017155,0.0,8.96,0.0,2026-02-09T09:51:00,2026-02-09T11:51:00
cmp_0000340,con_0001533,ord_0017232,0.0,9.09,0.0,2026-02-10T22:03:00,2026-02-11T00:03:00
cmp_0000341,con_0001534,ord_0017251,0.0,7.8,0.0,2026-02-11T19:35:00,2026-02-11T21:35:00
cmp_0000342,con_0001535,ord_0017256,10.43,12.94,5.37,2026-02-09T11:18:00,2026-02-09T13:18:00
cmp_0000343,con_0001538,ord_0017280,11.75,0.0,0.0,2026-02-14T11:50:00,2026-02-14T13:50:00
cmp_0000344,con_0001548,ord_0017363,16.89,8.3,3.62,2026-02-10T18:45:00,2026-02-10T20:45:00
cmp_0000345,con_0001552,ord_0017457,0.0,10.68,2.6,2026-02-09T16:33:00,2026-02-09T18:33:00
cmp_0000346,con_0001553,ord_0017474,0.0,9.69,0.0,2026-02-11T22:38:00,2026-02-12T00:38:00
cmp_0000347,con_0001555,ord_0017488,0.0,10.53,0.0,2026-02-10T16:31:00,2026-02-10T18:31:00
cmp_0000348,con_0001556,ord_0017489,0.0,9.93,2.0,2026-02-09T15:51:00,2026-02-09T17:51:00
cmp_0000349,con_0001565,ord_0017602,0.0,3.52,2.87,2026-02-11T11:07:00,2026-02-11T13:07:00
cmp_0000350,con_0001573,ord_0017670,0.0,13.73,0.0,2026-02-11T12:26:00,2026-02-11T14:26:00
cmp_0000351,con_0001586,ord_0017784,7.11,0.0,0.0,2026-02-11T18:19:00,2026-02-11T20:19:00
cmp_0000352,con_0001592,ord_0017887,0.0,4.93,0.0,2026-02-10T08:15:00,2026-02-10T10:15:00
cmp_0000353,con_0001599,ord_0017955,8.03,9.62,0.0,2026-02-18T14:37:00,2026-02-18T16:37:00
cmp_0000354,con_0001614,ord_0018224,0.0,3.99,0.0,2026-02-16T22:02:00,2026-02-17T00:02:00
cmp_0000355,con_0001622,ord_0018310,0.0,13.5,8.85,2026-02-16T19:39:00,2026-02-16T21:39:00
cmp_0000356,con_0001624,ord_0018347,5.48,0.0,7.57,2026-02-13T20:30:00,2026-02-13T22:30:00
cmp_0000357,con_0001627,ord_0018374,0.0,11.66,6.75,2026-02-12T22:49:00,2026-02-13T00:49:00
cmp_0000358,con_0001629,ord_0018384,14.04,0.0,3.21,2026-02-11T11:33:00,2026-02-11T13:33:00
cmp_0000359,con_0001635,ord_0018431,3.05,0.0,0.0,2026-02-13T13:16:00,2026-02-13T15:16:00
cmp_0000360,con_0001636,ord_0018437,0.0,4.33,0.0,2026-02-12T10:51:00,2026-02-12T12:51:00
cmp_0000361,con_0001638,ord_0018451,0.0,9.48,7.87,2026-02-20T20:54:00,2026-02-20T22:54:00
cmp_0000362,con_0001639,ord_0018458,3.27,11.37,0.0,2026-02-14T20:12:00,2026-02-14T22:12:00
cmp_0000363,con_0001647,ord_0018538,3.35,4.51,0.0,2026-02-17T08:23:00,2026-02-17T10:23:00
cmp_0000364,con_0001648,ord_0018557,14.24,0.0,0.0,2026-02-12T09:00:00,2026-02-12T11:00:00
cmp_0000365,con_0001658,ord_0018671,12.15,9.73,0.0,2026-02-12T12:36:00,2026-02-12T14:36:00
cmp_0000366,con_0001663,ord_0018720,0.0,9.21,2.94,2026-02-14T19:16:00,2026-02-14T21:16:00
cmp_0000367,con_0001664,ord_0018757,0.0,13.49,5.15,2026-02-13T14:58:00,2026-02-13T16:58:00
cmp_0000368,con_0001665,ord_0018759,0.0,10.5,0.0,2026-02-13T12:54:00,2026-02-13T14:54:00
cmp_0000369,con_0001668,ord_0018778,0.0,3.9,0.0,2026-02-20T20:03:00,2026-02-20T22:03:00
cmp_0000370,con_0001674,ord_0018971,0.0,10.58,0.0,2026-02-13T11:28:00,2026-02-13T13:28:00
cmp_0000371,con_0001675,ord_0019019,0.0,8.3,0.0,2026-02-14T20:12:00,2026-02-14T22:12:00
cmp_0000372,con_0001682,ord_0019071,0.0,9.47,5.59,2026-02-18T12:46:00,2026-02-18T14:46:00
cmp_0000373,con_0001689,ord_0019106,6.99,6.7,2.68,2026-02-18T16:55:00,2026-02-18T18:55:00
cmp_0000374,con_0001698,ord_0019178,5.8,11.73,5.96,2026-02-13T13:20:00,2026-02-13T15:20:00
cmp_0000375,con_0001699,ord_0019179,0.0,7.95,0.0,2026-02-21T15:51:00,2026-02-21T17:51:00
cmp_0000376,con_0001701,ord_0019197,0.0,8.82,0.0,2026-02-13T08:29:00,2026-02-13T10:29:00
cmp_0000377,con_0001703,ord_0019207,0.0,3.65,4.53,2026-02-18T18:21:00,2026-02-18T20:21:00
cmp_0000378,con_0001707,ord_0019260,6.97,13.99,0.0,2026-02-18T10:30:00,2026-02-18T12:30:00
cmp_0000379,con_0001709,ord_0019267,8.06,0.0,0.0,2026-02-21T16:09:00,2026-02-21T18:09:00
cmp_0000380,con_0001717,ord_0019325,0.0,9.02,4.93,2026-02-14T16:17:00,2026-02-14T18:17:00
cmp_0000381,con_0001724,ord_0019373,0.0,3.53,0.0,2026-02-15T09:11:00,2026-02-15T11:11:00
cmp_0000382,con_0001725,ord_0019386,12.85,0.0,0.0,2026-02-13T21:39:00,2026-02-13T23:39:00
cmp_0000383,con_0001726,ord_0019387,0.0,4.57,5.6,2026-02-15T12:20:00,2026-02-15T14:20:00
cmp_0000384,con_0001728,ord_0019399,0.0,12.03,0.0,2026-02-15T11:52:00,2026-02-15T13:52:00
cmp_0000385,con_0001739,ord_0019490,4.6,13.6,0.0,2026-02-22T11:50:00,2026-02-22T13:50:00
cmp_0000386,con_0001743,ord_0019542,0.0,11.06,7.94,2026-02-14T09:12:00,2026-02-14T11:12:00
cmp_0000387,con_0001748,ord_0019587,3.92,8.54,0.0,2026-02-14T13:42:00,2026-02-14T15:42:00
cmp_0000388,con_0001755,ord_0019740,0.0,13.59,8.7,2026-02-16T15:50:00,2026-02-16T17:50:00
cmp_0000389,con_0001760,ord_0019779,0.0,5.22,0.0,2026-02-19T13:50:00,2026-02-19T15:50:00
cmp_0000390,con_0001763,ord_0019823,0.0,12.22,0.0,2026-02-22T22:07:00,2026-02-23T00:07:00
cmp_0000391,con_0001768,ord_0019896,17.87,0.0,0.0,2026-02-14T20:50:00,2026-02-14T22:50:00
cmp_0000392,con_0001769,ord_0019899,0.0,4.82,3.55,2026-02-22T09:48:00,2026-02-22T11:48:00
cmp_0000393,con_0001775,ord_0019954,0.0,4.39,0.0,2026-02-16T09:11:00,2026-02-16T11:11:00
cmp_0000394,con_0001777,ord_0019979,0.0,11.98,0.0,2026-02-16T20:01:00,2026-02-16T22:01:00
cmp_0000395,con_0001780,ord_0020018,11.22,9.08,0.0,2026-02-16T14:19:00,2026-02-16T16:19:00
cmp_0000396,con_0001782,ord_0020032,0.0,10.5,0.0,2026-02-17T08:49:00,2026-02-17T10:49:00
cmp_0000397,con_0001783,ord_0020035,13.92,0.0,0.0,2026-02-20T21:55:00,2026-02-20T23:55:00
cmp_0000398,con_0001787,ord_0020088,0.0,13.09,2.26,2026-02-20T10:53:00,2026-02-20T12:53:00
cmp_0000399,con_0001807,ord_0020455,0.0,10.14,4.56,2026-02-15T11:33:00,2026-02-15T13:33:00
cmp_0000400,con_0001809,ord_0020461,0.0,4.65,3.7,2026-02-23T17:49:00,2026-02-23T19:49:00
cmp_0000401,con_0001820,ord_0020575,0.0,6.1,0.0,2026-02-24T21:32:00,2026-02-24T23:32:00
cmp_0000402,con_0001827,ord_0020605,15.16,12.53,5.93,2026-02-16T12:39:00,2026-02-16T14:39:00
cmp_0000403,con_0001828,ord_0020659,7.03,10.49,6.35,2026-02-17T19:15:00,2026-02-17T21:15:00
cmp_0000404,con_0001846,ord_0020851,7.86,0.0,3.61,2026-02-24T15:22:00,2026-02-24T17:22:00
cmp_0000405,con_0001850,ord_0020900,0.0,5.77,0.0,2026-02-24T15:02:00,2026-02-24T17:02:00
cmp_0000406,con_0001853,ord_0020914,0.0,4.81,0.0,2026-02-18T21:16:00,2026-02-18T23:16:00
cmp_0000407,con_0001856,ord_0020972,0.0,11.09,7.19,2026-02-22T16:39:00,2026-02-22T18:39:00
cmp_0000408,con_0001861,ord_0021053,0.0,8.2,4.28,2026-02-22T18:26:00,2026-02-22T20:26:00
cmp_0000409,con_0001863,ord_0021063,9.1,8.47,0.0,2026-02-17T18:51:00,2026-02-17T20:51:00
cmp_0000410,con_0001864,ord_0021073,0.0,9.05,0.0,2026-02-17T22:21:00,2026-02-18T00:21:00
cmp_0000411,con_0001865,ord_0021124,15.71,0.0,0.0,2026-02-22T14:51:00,2026-02-22T16:51:00
cmp_0000412,con_0001879,ord_0021270,2.11,12.54,3.85,2026-02-25T21:45:00,2026-02-25T23:45:00
cmp_0000413,con_0001880,ord_0021272,12.86,8.58,3.28,2026-02-22T13:53:00,2026-02-22T15:53:00
cmp_0000414,con_0001889,ord_0021325,15.23,0.0,0.0,2026-02-25T16:03:00,2026-02-25T18:03:00
cmp_0000415,con_0001890,ord_0021333,7.77,12.67,0.0,2026-02-22T15:31:00,2026-02-22T17:31:00
cmp_0000416,con_0001902,ord_0021484,16.46,0.0,0.0,2026-02-18T09:41:00,2026-02-18T11:41:00
cmp_0000417,con_0001906,ord_0021516,0.0,6.44,7.83,2026-02-18T18:48:00,2026-02-18T20:48:00
cmp_0000418,con_0001917,ord_0021619,5.61,0.0,0.0,2026-02-18T20:36:00,2026-02-18T22:36:00
cmp_0000419,con_0001920,ord_0021656,0.0,5.43,7.18,2026-02-26T11:38:00,2026-02-26T13:38:00
cmp_0000420,con_0001921,ord_0021666,0.0,5.62,0.0,2026-02-18T16:43:00,2026-02-18T18:43:00
cmp_0000421,con_0001924,ord_0021697,10.92,13.44,0.0,2026-02-19T21:18:00,2026-02-19T23:18:00
cmp_0000422,con_0001925,ord_0021702,0.0,5.78,0.0,2026-02-23T10:30:00,2026-02-23T12:30:00
cmp_0000423,con_0001929,ord_0021757,4.63,7.56,2.43,2026-02-20T09:11:00,2026-02-20T11:11:00
cmp_0000424,con_0001934,ord_0021783,12.62,4.06,3.36,2026-02-19T14:07:00,2026-02-19T16:07:00
cmp_0000425,con_0001937,ord_0021846,0.0,8.74,0.0,2026-02-27T21:13:00,2026-02-27T23:13:00
cmp_0000426,con_0001945,ord_0021962,6.53,0.0,0.0,2026-02-19T17:59:00,2026-02-19T19:59:00
cmp_0000427,con_0001949,ord_0022015,0.0,3.67,0.0,2026-02-24T20:20:00,2026-02-24T22:20:00
cmp_0000428,con_0001952,ord_0022052,0.0,8.01,0.0,2026-02-19T20:28:00,2026-02-19T22:28:00
cmp_0000429,con_0001953,ord_0022071,0.0,3.8,0.0,2026-02-19T15:55:00,2026-02-19T17:55:00
cmp_0000430,con_0001961,ord_0022114,16.83,6.93,0.0,2026-02-27T14:17:00,2026-02-27T16:17:00
cmp_0000431,con_0001970,ord_0022202,0.0,9.09,0.0,2026-02-27T22:57:00,2026-02-28T00:57:00
cmp_0000432,con_0001973,ord_0022233,7.83,0.0,8.97,2026-02-22T15:35:00,2026-02-22T17:35:00
cmp_0000433,con_0001987,ord_0022353,0.0,13.03,6.86,2026-02-20T12:49:00,2026-02-20T14:49:00
cmp_0000434,con_0001990,ord_0022377,17.88,4.51,2.48,2026-02-25T10:48:00,2026-02-25T12:48:00
cmp_0000435,con_0001999,ord_0022432,0.0,12.2,2.38,2026-02-28T15:57:00,2026-02-28T17:57:00
cmp_0000436,con_0002006,ord_0022515,0.0,6.32,0.0,2026-02-20T21:40:00,2026-02-20T23:40:00
cmp_0000437,con_0002017,ord_0022648,0.0,10.89,0.0,2026-02-25T22:32:00,2026-02-26T00:32:00
cmp_0000438,con_0002022,ord_0022673,6.23,12.75,0.0,2026-02-25T14:54:00,2026-02-25T16:54:00
cmp_0000439,con_0002029,ord_0022737,14.17,0.0,8.07,2026-02-25T08:37:00,2026-02-25T10:37:00
cmp_0000440,con_0002032,ord_0022770,5.12,0.0,0.0,2026-02-22T17:27:00,2026-02-22T19:27:00
cmp_0000441,con_0002033,ord_0022778,0.0,13.31,0.0,2026-02-21T16:15:00,2026-02-21T18:15:00
cmp_0000442,con_0002043,ord_0022896,7.0,0.0,6.83,2026-03-01T12:13:00,2026-03-01T14:13:00
cmp_0000443,con_0002044,ord_0022899,0.0,10.4,0.0,2026-02-21T11:23:00,2026-02-21T13:23:00
cmp_0000444,con_0002049,ord_0022980,0.0,8.9,0.0,2026-02-21T21:27:00,2026-02-21T23:27:00
cmp_0000445,con_0002050,ord_0022985,0.0,13.81,6.46,2026-02-26T20:20:00,2026-02-26T22:20:00
cmp_0000446,con_0002051,ord_0023005,12.58,6.23,0.0,2026-02-22T11:07:00,2026-02-22T13:07:00
cmp_0000447,con_0002052,ord_0023020,6.84,13.4,0.0,2026-02-26T22:35:00,2026-02-27T00:35:00
cmp_0000448,con_0002058,ord_0023140,0.0,10.59,5.24,2026-02-21T15:46:00,2026-02-21T17:46:00
cmp_0000449,con_0002060,ord_0023158,0.0,6.62,0.0,2026-02-23T17:19:00,2026-02-23T19:19:00
cmp_0000450,con_0002073,ord_0023276,0.0,12.46,0.0,2026-03-01T09:40:00,2026-03-01T11:40:00
cmp_0000451,con_0002074,ord_0023298,0.0,4.24,2.7,2026-02-23T17:22:00,2026-02-23T19:22:00
cmp_0000452,con_0002082,ord_0023400,5.12,0.0,0.0,2026-02-27T10:55:00,2026-02-27T12:55:00
cmp_0000453,con_0002084,ord_0023412,0.0,9.34,7.34,2026-02-23T15:09:00,2026-02-23T17:09:00
cmp_0000454,con_0002089,ord_0023485,2.33,7.01,2.07,2026-03-02T09:49:00,2026-03-02T11:49:00
cmp_0000455,con_0002090,ord_0023491,0.0,8.5,8.97,2026-02-22T18:32:00,2026-02-22T20:32:00
cmp_0000456,con_0002093,ord_0023540,0.0,13.92,0.0,2026-03-02T20:57:00,2026-03-02T22:57:00
cmp_0000457,con_0002104,ord_0023635,12.06,0.0,0.0,2026-02-24T09:17:00,2026-02-24T11:17:00
cmp_0000458,con_0002106,ord_0023657,13.13,0.0,3.62,2026-02-22T13:32:00,2026-02-22T15:32:00
cmp_0000459,con_0002108,ord_0023661,17.75,0.0,0.0,2026-02-24T11:35:00,2026-02-24T13:35:00
cmp_0000460,con_0002114,ord_0023762,13.72,7.69,0.0,2026-02-27T12:32:00,2026-02-27T14:32:00
cmp_0000461,con_0002115,ord_0023779,9.26,3.51,0.0,2026-02-24T15:21:00,2026-02-24T17:21:00
cmp_0000462,con_0002120,ord_0023801,0.0,7.77,3.14,2026-02-24T22:39:00,2026-02-25T00:39:00
cmp_0000463,con_0002127,ord_0023893,0.0,3.71,0.0,2026-02-23T16:21:00,2026-02-23T18:21:00
cmp_0000464,con_0002133,ord_0023986,12.28,0.0,5.23,2026-03-03T13:05:00,2026-03-03T15:05:00
cmp_0000465,con_0002141,ord_0024047,12.14,9.23,0.0,2026-02-23T19:47:00,2026-02-23T21:47:00
cmp_0000466,con_0002142,ord_0024067,0.0,4.27,6.8,2026-02-23T21:12:00,2026-02-23T23:12:00
cmp_0000467,con_0002144,ord_0024078,15.9,0.0,8.85,2026-02-28T21:36:00,2026-02-28T23:36:00
cmp_0000468,con_0002145,ord_0024084,0.0,7.67,7.75,2026-03-03T19:13:00,2026-03-03T21:13:00
cmp_0000469,con_0002146,ord_0024086,0.0,4.1,4.23,2026-03-03T19:09:00,2026-03-03T21:09:00
cmp_0000470,con_0002148,ord_0024115,0.0,12.91,4.24,2026-03-03T18:30:00,2026-03-03T20:30:00
cmp_0000471,con_0002154,ord_0024184,0.0,8.2,5.14,2026-02-28T15:35:00,2026-02-28T17:35:00
