survey_id,contact_id,score,submitted_at,updated_at
sur_0000341,con_0001001,4,2026-02-05T22:25:00,2026-02-05T23:25:00
sur_0000342,con_0001002,5,2026-01-29T14:46:00,2026-01-29T15:46:00
sur_0000343,con_0001004,5,2026-02-06T13:01:00,2026-02-06T14:01:00
sur_0000344,con_0001009,4,2026-02-06T16:34:00,2026-02-06T17:34:00
sur_0000345,con_0001011,4,2026-01-31T12:50:00,2026-01-31T13:50:00
sur_0000346,con_0001021,5,2026-02-04T18:55:00,2026-02-04T19:55:00
sur_0000347,con_0001022,5,2026-01-29T20:14:00,2026-01-29T21:14:00
sur_0000348,con_0001023,3,2026-02-04T13:16:00,2026-02-04T14:16:00
sur_0000349,con_0001024,4,2026-01-31T10:42:00,2026-01-31T11:42:00
sur_0000350,con_0001026,4,2026-02-04T09:28:00,2026-02-04T10:28:00
sur_0000351,con_0001027,4,2026-01-29T12:58:00,2026-01-29T13:58:00
sur_0000352,con_0001028,4,2026-02-06T10:11:00,2026-02-06T11:11:00
sur_0000353,con_0001032,4,2026-01-30T10:55:00,2026-01-30T11:55:00
sur_0000354,con_0001033,4,2026-01-30T15:29:00,2026-01-30T16:29:00
sur_0000355,con_0001035,4,2026-01-31T17:18:00,2026-01-31T18:18:00
sur_0000356,con_0001038,4,2026-02-01T13:31:00,2026-02-01T14:31:00
sur_0000357,con_0001039,5,2026-02-05T15:37:00,2026-02-05T16:37:00
sur_0000358,con_0001040,5,2026-01-30T13:04:00,2026-01-30T14:04:00
sur_0000359,con_0001043,5,2026-01-30T10:53:00,2026-01-30T11:53:00
sur_0000360,con_0001050,5,2026-01-30T13:41:00,2026-01-30T14:41:00
sur_0000361,con_0001051,5,2026-01-31T09:54:00,2026-01-31T10:54:00
sur_0000362,con_0001053,5,2026-02-07T09:20:00,2026-02-07T10:20:00
sur_0000363,con_0001054,4,2026-02-07T11:07:00,2026-02-07T12:07:00
sur_0000364,con_0001056,4,2026-02-01T12:39:00,2026-02-01T13:39:00
sur_0000365,con_0001057,5,2026-02-01T22:25:00,2026-02-01T23:25:00
sur_0000366,con_0001061,4,2026-02-01T14:21:00,2026-02-01T15:21:00
sur_0000367,con_0001062,5,2026-02-05T09:52:00,2026-02-05T10:52:00
sur_0000368,con_0001063,5,2026-01-30T15:29:00,2026-01-30T16:29:00
sur_0000369,con_0001075,4,2026-02-02T12:16:00,2026-02-02T13:16:00
sur_0000370,con_0001076,4,2026-02-08T09:21:00,2026-02-08T10:21:00
sur_0000371,con_0001078,4,2026-02-02T16:11:00,2026-02-02T17:11:00
sur_0000372,con_0001082,4,2026-02-06T10:12:00,2026-02-06T11:12:00
sur_0000373,con_0001085,5,2026-02-08T11:00:00,2026-02-08T12:00:00
sur_0000374,con_0001087,4,2026-02-06T12:19:00,2026-02-06T13:19:00
sur_0000375,con_0001089,3,2026-02-06T16:42:00,2026-02-06T17:42:00
sur_0000376,con_0001090,4,2026-02-08T17:08:00,2026-02-08T18:08:00
sur_0000377,con_0001098,4,2026-02-02T18:21:00,2026-02-02T19:21:00
sur_0000378,con_0001100,3,2026-02-02T17:35:00,2026-02-02T18:35:00
sur_0000379,con_0001103,3,2026-01-31T15:18:00,2026-01-31T16:18:00
sur_0000380,con_0001106,4,2026-01-31T14:50:00,2026-01-31T15:50:00
sur_0000381,con_0001107,4,2026-02-02T19:20:00,2026-02-02T20:20:00
sur_0000382,con_0001110,3,2026-02-06T15:43:00,2026-02-06T16:43:00
sur_0000383,con_0001112,3,2026-02-06T12:30:00,2026-02-06T13:30:00
sur_0000384,con_0001113,4,2026-01-31T08:45:00,2026-01-31T09:45:00
sur_0000385,con_0001115,3,2026-02-01T11:26:00,2026-02-01T12:26:00
sur_0000386,con_0001117,5,2026-02-07T22:00:00,2026-02-07T23:00:00
sur_0000387,con_0001118,4,2026-02-09T08:02:00,2026-02-09T09:02:00
sur_0000388,con_0001120,4,2026-02-03T10:19:00,2026-02-03T11:19:00
sur_0000389,con_0001124,4,2026-02-09T15:49:00,2026-02-09T16:49:00
sur_0000390,con_0001127,4,2026-02-07T09:02:00,2026-02-07T10:02:00
sur_0000391,con_0001133,4,2026-02-07T19:12:00,2026-02-07T20:12:00
sur_0000392,con_0001134,3,2026-02-02T11:33:00,2026-02-02T12:33:00
sur_0000393,con_0001136,4,2026-02-02T22:20:00,2026-02-02T23:20:00
sur_0000394,con_0001140,4,2026-02-09T15:21:00,2026-02-09T16:21:00
sur_0000395,con_0001142,4,2026-02-02T21:47:00,2026-02-02T22:47:00
sur_0000396,con_0001145,2,2026-02-07T16:39:00,2026-02-07T17:39:00
sur_0000397,con_0001150,3,2026-02-01T17:55:00,2026-02-01T18:55:00
sur_0000398,con_0001153,4,2026-02-01T21:01:00,2026-02-01T22:01:00
sur_0000399,con_0001154,4,2026-02-01T20:24:00,2026-02-01T21:24:00
sur_0000400,con_0001155,4,2026-02-07T21:25:00,2026-02-07T22:25:00
sur_0000401,con_0001156,3,2026-02-01T12:20:00,2026-02-01T13:20:00
sur_0000402,con_0001160,4,2026-02-02T08:21:00,2026-02-02T09:21:00
sur_0000403,con_0001163,5,2026-02-02T18:15:00,2026-02-02T19:15:00
sur_0000404,con_0001164,4,2026-02-09T21:03:00,2026-02-09T22:03:00
sur_0000405,con_0001165,5,2026-02-03T14:06:00,2026-02-03T15:06:00
sur_0000406,con_0001172,5,2026-02-07T11:59:00,2026-02-07T12:59:00
sur_0000407,con_0001175,3,2026-02-04T13:22:00,2026-02-04T14:22:00
sur_0000408,con_0001177,3,2026-02-02T22:04:00,2026-02-02T23:04:00
sur_0000409,con_0001178,5,2026-02-08T13:30:00,2026-02-08T14:30:00
sur_0000410,con_0001182,5,2026-02-04T18:24:00,2026-02-04T19:24:00
sur_0000411,con_0001187,5,2026-02-08T10:23:00,2026-02-08T11:23:00
sur_0000412,con_0001197,3,2026-02-02T22:21:00,2026-02-02T23:21:00
sur_0000413,con_0001201,4,2026-02-08T16:03:00,2026-02-08T17:03:00
sur_0000414,con_0001209,3,2026-02-03T08:50:00,2026-02-03T09:50:00
sur_0000415,con_0001215,3,2026-02-08T21:08:00,2026-02-08T22:08:00
sur_0000416,con_0001216,4,2026-02-10T12:24:00,2026-02-10T13:24:00
sur_0000417,con_0001220,5,2026-02-02T15:23:00,2026-02-02T16:23:00
sur_0000418,con_0001222,5,2026-02-04T10:59:00,2026-02-04T11:59:00
sur_0000419,con_0001224,4,2026-02-08T19:22:00,2026-02-08T20:22:00
sur_0000420,con_0001225,4,2026-02-10T09:19:00,2026-02-10T10:19:00
sur_0000421,con_0001226,3,2026-02-10T13:31:00,2026-02-10T14:31:00
sur_0000422,con_0001229,4,2026-02-02T14:29:00,2026-02-02T15:29:00
sur_0000423,con_0001231,4,2026-02-02T11:11:00,2026-02-02T12:11:00
sur_0000424,con_0001235,4,2026-02-04T20:45:00,2026-02-04T21:45:00
sur_0000425,con_0001237,5,2026-02-09T21:00:00,2026-02-09T22:00:00
sur_0000426,con_0001238,4,2026-02-03T13:17:00,2026-02-03T14:17:00
sur_0000427,con_0001239,4,2026-02-11T20:38:00,2026-02-11T21:38:00
sur_0000428,con_0001240,4,2026-02-11T22:27:00,2026-02-11T23:27:00
sur_0000429,con_0001243,4,2026-02-09T20:19:00,2026-02-09T21:19:00
sur_0000430,con_0001246,5,2026-02-03T08:30:00,2026-02-03T09:30:00
sur_0000431,con_0001247,5,2026-02-11T14:42:00,2026-02-11T15:42:00
sur_0000432,con_0001248,5,2026-02-03T12:24:00,2026-02-03T13:24:00
sur_0000433,con_0001252,3,2026-02-11T11:18:00,2026-02-11T12:18:00
sur_0000434,con_0001257,5,2026-02-04T17:33:00,2026-02-04T18:33:00
sur_0000435,con_0001259,3,2026-02-05T11:32:00,2026-02-05T12:32:00
sur_0000436,con_0001261,4,2026-02-05T18:42:00,2026-02-05T19:42:00
sur_0000437,con_0001262,4,2026-02-03T09:22:00,2026-02-03T10:22:00
sur_0000438,con_0001263,5,2026-02-05T20:15:00,2026-02-05T21:15:00
sur_0000439,con_0001264,5,2026-02-11T09:10:00,2026-02-11T10:10:00
sur_0000440,con_0001266,3,2026-02-04T18:52:00,2026-02-04T19:52:00
sur_0000441,con_0001271,5,2026-02-06T15:14:00,2026-02-06T16:14:00
sur_0000442,con_0001275,4,2026-02-10T13:34:00,2026-02-10T14:34:00
sur_0000443,con_0001276,4,2026-02-04T17:39:00,2026-02-04T18:39:00
sur_0000444,con_0001281,4,2026-02-10T09:43:00,2026-02-10T10:43:00
sur_0000445,con_0001283,4,2026-02-06T21:12:00,2026-02-06T22:12:00
sur_0000446,con_0001284,3,2026-02-05T21:21:00,2026-02-05T22:21:00
sur_0000447,con_0001285,4,2026-02-12T17:56:00,2026-02-12T18:56:00
sur_0000448,con_0001290,4,2026-02-04T14:59:00,2026-02-04T15:59:00
sur_0000449,con_0001292,4,2026-02-04T11:34:00,2026-02-04T12:34:00
sur_0000450,con_0001303,3,2026-02-07T08:17:00,2026-02-07T09:17:00
sur_0000451,con_0001311,5,2026-02-13T18:25:00,2026-02-13T19:25:00
sur_0000452,con_0001317,5,2026-02-07T08:28:00,2026-02-07T09:28:00
sur_0000453,con_0001320,5,2026-02-05T16:50:00,2026-02-05T17:50:00
sur_0000454,con_0001321,4,2026-02-13T13:19:00,2026-02-13T14:19:00
sur_0000455,con_0001323,5,2026-02-13T16:53:00,2026-02-13T17:53:00
sur_0000456,con_0001324,4,2026-02-05T19:31:00,2026-02-05T20:31:00
sur_0000457,con_0001330,5,2026-02-05T17:36:00,2026-02-05T18:36:00
sur_0000458,con_0001336,4,2026-02-07T11:52:00,2026-02-07T12:52:00
sur_0000459,con_0001343,5,2026-02-14T20:10:00,2026-02-14T21:10:00
sur_0000460,con_0001346,4,2026-02-06T15:08:00,2026-02-06T16:08:00
sur_0000461,con_0001351,4,2026-02-14T15:25:00,2026-02-14T16:25:00
sur_0000462,con_0001353,4,2026-02-07T14:46:00,2026-02-07T15:46:00
sur_0000463,con_0001355,4,2026-02-07T19:58:00,2026-02-07T20:58:00
sur_0000464,con_0001356,5,2026-02-08T15:42:00,2026-02-08T16:42:00
sur_0000465,con_0001358,4,2026-02-14T11:43:00,2026-02-14T12:43:00
sur_0000466,con_0001361,3,2026-02-14T11:01:00,2026-02-14T12:01:00
sur_0000467,con_0001362,3,2026-02-12T10:58:00,2026-02-12T11:58:00
sur_0000468,con_0001363,4,2026-02-08T20:39:00,2026-02-08T21:39:00
sur_0000469,con_0001365,3,2026-02-06T18:36:00,2026-02-06T19:36:00
sur_0000470,con_0001366,4,2026-02-08T20:51:00,2026-02-08T21:51:00
sur_0000471,con_0001367,4,2026-02-12T15:23:00,2026-02-12T16:23:00
sur_0000472,con_0001370,5,2026-02-06T18:19:00,2026-02-06T19:19:00
sur_0000473,con_0001372,4,2026-02-14T18:41:00,2026-02-14T19:41:00
sur_0000474,con_0001381,4,2026-02-12T19:24:00,2026-02-12T20:24:00
sur_0000475,con_0001383,3,2026-02-07T08:58:00,2026-02-07T09:58:00
sur_0000476,con_0001385,4,2026-02-07T13:11:00,2026-02-07T14:11:00
sur_0000477,con_0001387,5,2026-02-12T14:25:00,2026-02-12T15:25:00
sur_0000478,con_0001392,4,2026-02-09T16:42:00,2026-02-09T17:42:00
sur_0000479,con_0001397,4,2026-02-15T11:53:00,2026-02-15T12:53:00
sur_0000480,con_0001398,5,2026-02-08T15:45:00,2026-02-08T16:45:00
sur_0000481,con_0001403,4,2026-02-09T21:24:00,2026-02-09T22:24:00
sur_0000482,con_0001404,5,2026-02-13T10:03:00,2026-02-13T11:03:00
sur_0000483,con_0001405,4,2026-02-08T11:39:00,2026-02-08T12:39:00
sur_0000484,con_0001407,5,2026-02-13T13:16:00,2026-02-13T14:16:00
sur_0000485,con_0001411,4,2026-02-08T17:55:00,2026-02-08T18:55:00
sur_0000486,con_0001412,3,2026-02-15T13:35:00,2026-02-15T14:35:00
sur_0000487,con_0001415,4,2026-02-15T22:54:00,2026-02-15T23:54:00
sur_0000488,con_0001417,4,2026-02-09T14:07:00,2026-02-09T15:07:00
sur_0000489,con_0001418,4,2026-02-09T15:35:00,2026-02-09T16:35:00
sur_0000490,con_0001419,2,2026-02-09T16:58:00,2026-02-09T17:58:00
sur_0000491,con_0001423,3,2026-02-08T21:11:00,2026-02-08T22:11:00
sur_0000492,con_0001424,5,2026-02-15T21:27:00,2026-02-15T22:27:00
sur_0000493,con_0001427,4,2026-02-08T08:37:00,2026-02-08T09:37:00
sur_0000494,con_0001428,4,2026-02-08T14:08:00,2026-02-08T15:08:00
sur_0000495,con_0001432,5,2026-02-10T22:43:00,2026-02-10T23:43:00
sur_0000496,con_0001434,5,2026-02-16T09:22:00,2026-02-16T10:22:00
sur_0000497,con_0001442,4,2026-02-14T22:22:00,2026-02-14T23:22:00
sur_0000498,con_0001445,5,2026-02-14T11:43:00,2026-02-14T12:43:00
sur_0000499,con_0001448,4,2026-02-09T14:27:00,2026-02-09T15:27:00
sur_0000500,con_0001455,5,2026-02-10T17:46:00,2026-02-10T18:46:00
sur_0000501,con_0001457,5,2026-02-10T17:17:00,2026-02-10T18:17:00
sur_0000502,con_0001458,4,2026-02-08T11:59:00,2026-02-08T12:59:00
sur_0000503,con_0001461,5,2026-02-09T16:21:00,2026-02-09T17:21:00
sur_0000504,con_0001465,5,2026-02-16T09:20:00,2026-02-16T10:20:00
sur_0000505,con_0001469,4,2026-02-16T11:39:00,2026-02-16T12:39:00
sur_0000506,con_0001470,4,2026-02-10T16:41:00,2026-02-10T17:41:00
sur_0000507,con_0001473,4,2026-02-10T14:10:00,2026-02-10T15:10:00
sur_0000508,con_0001475,5,2026-02-17T15:20:00,2026-02-17T16:20:00
sur_0000509,con_0001477,3,2026-02-09T11:42:00,2026-02-09T12:42:00
sur_0000510,con_0001478,5,2026-02-10T17:27:00,2026-02-10T18:27:00
sur_0000511,con_0001480,4,2026-02-09T13:26:00,2026-02-09T14:26:00
sur_0000512,con_0001483,4,2026-02-11T15:05:00,2026-02-11T16:05:00
sur_0000513,con_0001484,4,2026-02-10T17:02:00,2026-02-10T18:02:00
sur_0000514,con_0001485,4,2026-02-15T20:57:00,2026-02-15T21:57:00
sur_0000515,con_0001486,3,2026-02-15T08:04:00,2026-02-15T09:04:00
sur_0000516,con_0001487,3,2026-02-09T13:07:00,2026-02-09T14:07:00
sur_0000517,con_0001488,4,2026-02-10T14:33:00,2026-02-10T15:33:00
sur_0000518,con_0001489,4,2026-02-10T16:26:00,2026-02-10T17:26:00
sur_0000519,con_0001490,4,2026-02-17T09:33:00,2026-02-17T10:33:00
sur_0000520,con_0001497,4,2026-02-15T21:17:00,2026-02-15T22:17:00
sur_0000521,con_0001501,5,2026-02-17T16:11:00,2026-02-17T17:11:00
sur_0000522,con_0001504,5,2026-02-09T16:27:00,2026-02-09T17:27:00
sur_0000523,con_0001507,4,2026-02-10T21:11:00,2026-02-10T22:11:00
sur_0000524,con_0001513,4,2026-02-17T20:16:00,2026-02-17T21:16:00
sur_0000525,con_0001517,3,2026-02-15T14:24:00,2026-02-15T15:24:00
sur_0000526,con_0001518,4,2026-02-17T15:08:00,2026-02-17T16:08:00
sur_0000527,con_0001521,3,2026-02-11T11:23:00,2026-02-11T12:23:00
sur_0000528,con_0001522,4,2026-02-16T22:06:00,2026-02-16T23:06:00
sur_0000529,con_0001526,4,2026-02-16T19:54:00,2026-02-16T20:54:00
sur_0000530,con_0001528,5,2026-02-12T21:41:00,2026-02-12T22:41:00
sur_0000531,con_0001530,5,2026-02-18T18:38:00,2026-02-18T19:38:00
sur_0000532,con_0001532,4,2026-02-11T15:35:00,2026-02-11T16:35:00
sur_0000533,con_0001534,4,2026-02-12T19:35:00,2026-02-12T20:35:00
sur_0000534,con_0001539,3,2026-02-16T15:17:00,2026-02-16T16:17:00
sur_0000535,con_0001546,3,2026-02-10T09:39:00,2026-02-10T10:39:00
sur_0000536,con_0001550,5,2026-02-18T14:05:00,2026-02-18T15:05:00
sur_0000537,con_0001551,4,2026-02-16T18:35:00,2026-02-16T19:35:00
sur_0000538,con_0001552,4,2026-02-18T16:33:00,2026-02-18T17:33:00
sur_0000539,con_0001553,4,2026-02-16T22:38:00,2026-02-16T23:38:00
sur_0000540,con_0001556,4,2026-02-11T15:51:00,2026-02-11T16:51:00
sur_0000541,con_0001558,4,2026-02-18T11:42:00,2026-02-18T12:42:00
sur_0000542,con_0001559,5,2026-02-12T13:59:00,2026-02-12T14:59:00
sur_0000543,con_0001566,4,2026-02-17T12:39:00,2026-02-17T13:39:00
sur_0000544,con_0001568,4,2026-02-19T17:45:00,2026-02-19T18:45:00
sur_0000545,con_0001574,5,2026-02-19T22:45:00,2026-02-19T23:45:00
sur_0000546,con_0001577,4,2026-02-12T19:54:00,2026-02-12T20:54:00
sur_0000547,con_0001582,4,2026-02-13T21:49:00,2026-02-13T22:49:00
sur_0000548,con_0001588,5,2026-02-12T11:38:00,2026-02-12T12:38:00
sur_0000549,con_0001590,3,2026-02-12T09:22:00,2026-02-12T10:22:00
sur_0000550,con_0001591,3,2026-02-11T12:34:00,2026-02-11T13:34:00
sur_0000551,con_0001595,3,2026-02-13T16:45:00,2026-02-13T17:45:00
sur_0000552,con_0001601,4,2026-02-18T16:24:00,2026-02-18T17:24:00
sur_0000553,con_0001602,4,2026-02-18T22:18:00,2026-02-18T23:18:00
sur_0000554,con_0001607,5,2026-02-13T13:49:00,2026-02-13T14:49:00
sur_0000555,con_0001610,5,2026-02-12T17:42:00,2026-02-12T18:42:00
sur_0000556,con_0001617,4,2026-02-13T21:15:00,2026-02-13T22:15:00
sur_0000557,con_0001620,4,2026-02-13T16:43:00,2026-02-13T17:43:00
sur_0000558,con_0001622,4,2026-02-18T19:39:00,2026-02-18T20:39:00
sur_0000559,con_0001632,3,2026-02-14T14:08:00,2026-02-14T15:08:00
sur_0000560,con_0001633,5,2026-02-13T17:19:00,2026-02-13T18:19:00
sur_0000561,con_0001635,5,2026-02-19T13:16:00,2026-02-19T14:16:00
sur_0000562,con_0001645,4,2026-02-19T15:08:00,2026-02-19T16:08:00
sur_0000563,con_0001649,4,2026-02-15T21:49:00,2026-02-15T22:49:00
sur_0000564,con_0001651,5,2026-02-21T12:49:00,2026-02-21T13:49:00
sur_0000565,con_0001656,4,2026-02-19T18:56:00,2026-02-19T19:56:00
sur_0000566,con_0001657,4,2026-02-19T17:51:00,2026-02-19T18:51:00
sur_0000567,con_0001661,5,2026-02-21T17:47:00,2026-02-21T18:47:00
sur_0000568,con_0001663,4,2026-02-19T19:16:00,2026-02-19T20:16:00
sur_0000569,con_0001665,4,2026-02-13T12:54:00,2026-02-13T13:54:00
sur_0000570,con_0001669,3,2026-02-19T18:43:00,2026-02-19T19:43:00
sur_0000571,con_0001670,4,2026-02-15T09:38:00,2026-02-15T10:38:00
sur_0000572,con_0001671,4,2026-02-22T08:33:00,2026-02-22T09:33:00
sur_0000573,con_0001675,4,2026-02-14T20:12:00,2026-02-14T21:12:00
sur_0000574,con_0001682,4,2026-02-14T12:46:00,2026-02-14T13:46:00
sur_0000575,con_0001684,4,2026-02-20T21:35:00,2026-02-20T22:35:00
sur_0000576,con_0001686,4,2026-02-20T09:09:00,2026-02-20T10:09:00
sur_0000577,con_0001689,5,2026-02-15T16:55:00,2026-02-15T17:55:00
sur_0000578,con_0001690,4,2026-02-15T08:50:00,2026-02-15T09:50:00
sur_0000579,con_0001691,3,2026-02-22T11:01:00,2026-02-22T12:01:00
sur_0000580,con_0001695,3,2026-02-14T18:36:00,2026-02-14T19:36:00
sur_0000581,con_0001703,3,2026-02-15T18:21:00,2026-02-15T19:21:00
sur_0000582,con_0001706,4,2026-02-22T08:59:00,2026-02-22T09:59:00
sur_0000583,con_0001709,5,2026-02-22T16:09:00,2026-02-22T17:09:00
sur_0000584,con_0001716,4,2026-02-20T16:30:00,2026-02-20T17:30:00
sur_0000585,con_0001719,4,2026-02-22T22:56:00,2026-02-22T23:56:00
sur_0000586,con_0001722,5,2026-02-20T08:00:00,2026-02-20T09:00:00
sur_0000587,con_0001731,4,2026-02-16T11:27:00,2026-02-16T12:27:00
sur_0000588,con_0001733,4,2026-02-15T20:58:00,2026-02-15T21:58:00
sur_0000589,con_0001735,4,2026-02-21T12:44:00,2026-02-21T13:44:00
sur_0000590,con_0001736,5,2026-02-16T16:55:00,2026-02-16T17:55:00
sur_0000591,con_0001737,3,2026-02-21T17:58:00,2026-02-21T18:58:00
sur_0000592,con_0001740,5,2026-02-21T14:12:00,2026-02-21T15:12:00
sur_0000593,con_0001744,5,2026-02-23T12:18:00,2026-02-23T13:18:00
sur_0000594,con_0001745,5,2026-02-21T20:46:00,2026-02-21T21:46:00
sur_0000595,con_0001747,3,2026-02-23T18:00:00,2026-02-23T19:00:00
sur_0000596,con_0001748,4,2026-02-16T13:42:00,2026-02-16T14:42:00
sur_0000597,con_0001751,5,2026-02-21T18:27:00,2026-02-21T19:27:00
sur_0000598,con_0001752,4,2026-02-16T15:52:00,2026-02-16T16:52:00
sur_0000599,con_0001757,4,2026-02-15T20:01:00,2026-02-15T21:01:00
sur_0000600,con_0001762,4,2026-02-21T11:31:00,2026-02-21T12:31:00
sur_0000601,con_0001765,4,2026-02-23T10:56:00,2026-02-23T11:56:00
sur_0000602,con_0001768,4,2026-02-16T20:50:00,2026-02-16T21:50:00
sur_0000603,con_0001774,5,2026-02-21T19:06:00,2026-02-21T20:06:00
sur_0000604,con_0001779,4,2026-02-17T15:58:00,2026-02-17T16:58:00
sur_0000605,con_0001782,4,2026-02-22T08:49:00,2026-02-22T09:49:00
sur_0000606,con_0001783,4,2026-02-16T21:55:00,2026-02-16T22:55:00
sur_0000607,con_0001784,5,2026-02-16T19:01:00,2026-02-16T20:01:00
sur_0000608,con_0001786,5,2026-02-24T08:02:00,2026-02-24T09:02:00
sur_0000609,con_0001788,4,2026-02-24T13:11:00,2026-02-24T14:11:00
sur_0000610,con_0001791,4,2026-02-22T19:42:00,2026-02-22T20:42:00
sur_0000611,con_0001793,5,2026-02-24T09:09:00,2026-02-24T10:09:00
sur_0000612,con_0001795,4,2026-02-18T20:51:00,2026-02-18T21:51:00
sur_0000613,con_0001809,3,2026-02-22T17:49:00,2026-02-22T18:49:00
sur_0000614,con_0001814,3,2026-02-17T22:16:00,2026-02-17T23:16:00
sur_0000615,con_0001816,4,2026-02-23T19:08:00,2026-02-23T20:08:00
sur_0000616,con_0001817,3,2026-02-18T21:34:00,2026-02-18T22:34:00
sur_0000617,con_0001820,3,2026-02-25T21:32:00,2026-02-25T22:32:00
sur_0000618,con_0001822,5,2026-02-18T16:56:00,2026-02-18T17:56:00
sur_0000619,con_0001825,4,2026-02-25T09:52:00,2026-02-25T10:52:00
sur_0000620,con_0001828,4,2026-02-19T19:15:00,2026-02-19T20:15:00
sur_0000621,con_0001831,4,2026-02-18T19:33:00,2026-02-18T20:33:00
sur_0000622,con_0001832,4,2026-02-17T10:28:00,2026-02-17T11:28:00
sur_0000623,con_0001834,4,2026-02-17T14:57:00,2026-02-17T15:57:00
sur_0000624,con_0001837,5,2026-02-25T09:20:00,2026-02-25T10:20:00
sur_0000625,con_0001838,5,2026-02-25T15:20:00,2026-02-25T16:20:00
sur_0000626,con_0001840,4,2026-02-19T21:29:00,2026-02-19T22:29:00
sur_0000627,con_0001844,3,2026-02-19T12:00:00,2026-02-19T13:00:00
sur_0000628,con_0001846,5,2026-02-17T15:22:00,2026-02-17T16:22:00
sur_0000629,con_0001848,3,2026-02-17T13:34:00,2026-02-17T14:34:00
sur_0000630,con_0001850,3,2026-02-19T15:02:00,2026-02-19T16:02:00
sur_0000631,con_0001854,4,2026-02-23T18:23:00,2026-02-23T19:23:00
sur_0000632,con_0001855,4,2026-02-18T12:14:00,2026-02-18T13:14:00
sur_0000633,con_0001858,3,2026-02-19T11:31:00,2026-02-19T12:31:00
sur_0000634,con_0001859,5,2026-02-20T20:03:00,2026-02-20T21:03:00
sur_0000635,con_0001864,4,2026-02-18T22:21:00,2026-02-18T23:21:00
sur_0000636,con_0001866,5,2026-02-26T19:32:00,2026-02-26T20:32:00
sur_0000637,con_0001869,4,2026-02-20T22:37:00,2026-02-20T23:37:00
sur_0000638,con_0001876,4,2026-02-18T13:49:00,2026-02-18T14:49:00
sur_0000639,con_0001878,4,2026-02-26T20:11:00,2026-02-26T21:11:00
sur_0000640,con_0001879,3,2026-02-24T21:45:00,2026-02-24T22:45:00
sur_0000641,con_0001884,4,2026-02-19T16:40:00,2026-02-19T17:40:00
sur_0000642,con_0001890,4,2026-02-20T15:31:00,2026-02-20T16:31:00
sur_0000643,con_0001893,5,2026-02-25T21:38:00,2026-02-25T22:38:00
sur_0000644,con_0001896,5,2026-02-20T20:20:00,2026-02-20T21:20:00
sur_0000645,con_0001899,5,2026-02-25T20:33:00,2026-02-25T21:33:00
sur_0000646,con_0001905,4,2026-02-19T11:59:00,2026-02-19T12:59:00
sur_0000647,con_0001909,5,2026-02-27T15:23:00,2026-02-27T16:23:00
sur_0000648,con_0001915,4,2026-02-25T21:12:00,2026-02-25T22:12:00
sur_0000649,con_0001917,4,2026-02-19T20:36:00,2026-02-19T21:36:00
sur_0000650,con_0001928,5,2026-02-25T18:16:00,2026-02-25T19:16:00
sur_0000651,con_0001932,3,2026-02-20T19:57:00,2026-02-20T20:57:00
sur_0000652,con_0001933,3,2026-02-21T08:29:00,2026-02-21T09:29:00
sur_0000653,con_0001937,4,2026-02-26T21:13:00,2026-02-26T22:13:00
sur_0000654,con_0001942,3,2026-02-26T10:05:00,2026-02-26T11:05:00
sur_0000655,con_0001943,4,2026-02-28T11:29:00,2026-02-28T12:29:00
sur_0000656,con_0001946,5,2026-02-21T13:32:00,2026-02-21T14:32:00
sur_0000657,con_0001947,5,2026-02-22T22:05:00,2026-02-22T23:05:00
sur_0000658,con_0001949,4,2026-02-28T20:20:00,2026-02-28T21:20:00
sur_0000659,con_0001950,3,2026-02-22T19:19:00,2026-02-22T20:19:00
sur_0000660,con_0001952,3,2026-02-20T20:28:00,2026-02-20T21:28:00
sur_0000661,con_0001956,4,2026-02-26T09:26:00,2026-02-26T10:26:00
sur_0000662,con_0001963,4,2026-02-28T08:15:00,2026-02-28T09:15:00
sur_0000663,con_0001964,4,2026-02-20T19:46:00,2026-02-20T20:46:00
sur_0000664,con_0001965,4,2026-02-28T14:32:00,2026-02-28T15:32:00
sur_0000665,con_0001967,4,2026-02-26T21:46:00,2026-02-26T22:46:00
sur_0000666,con_0001970,4,2026-02-28T22:57:00,2026-02-28T23:57:00
sur_0000667,con_0001975,4,2026-03-01T18:14:00,2026-03-01T19:14:00
sur_0000668,con_0001980,4,2026-02-23T12:39:00,2026-02-23T13:39:00
sur_0000669,con_0001981,5,2026-02-23T16:09:00,2026-02-23T17:09:00
sur_0000670,con_0001991,5,2026-02-22T22:39:00,2026-02-22T23:39:00
sur_0000671,con_0001994,5,2026-03-01T13:01:00,2026-03-01T14:01:00
sur_0000672,con_0001998,4,2026-02-23T13:21:00,2026-02-23T14:21:00
sur_0000673,con_0002001,3,2026-03-01T14:23:00,2026-03-01T15:23:00
sur_0000674,con_0002002,5,2026-02-23T22:22:00,2026-02-23T23:22:00
sur_0000675,con_0002004,4,2026-02-27T21:53:00,2026-02-27T22:53:00
sur_0000676,con_0002007,4,2026-02-27T16:09:00,2026-02-27T17:09:00
sur_0000677,con_0002011,4,2026-02-23T19:33:00,2026-02-23T20:33:00
sur_0000678,con_0002015,4,2026-03-01T22:01:00,2026-03-01T23:01:00
sur_0000679,con_0002016,4,2026-02-23T10:52:00,2026-02-23T11:52:00
sur_0000680,con_0002017,3,2026-02-21T22:32:00,2026-02-21T23:32:00
